account_id,n_users,n_dogs,dog_rate,has_toxic_admin,sum_uplift,expected_revenue,cost,net_account_value,decision
acct_00021,5,1,0.2,False,0.5094287402416646,25.471437012083232,5.0,20.471437012083232,suppress_toxic_users
acct_00022,4,1,0.25,False,0.3836959627683658,19.18479813841829,4.0,15.18479813841829,suppress_toxic_users
acct_00023,5,0,0.0,False,0.6640932293746333,33.204661468731665,5.0,28.204661468731665,treat_account
acct_00024,5,4,0.8,True,-0.4259904323269662,-21.29952161634831,5.0,-26.29952161634831,suppress_toxic_admin
acct_00025,2,0,0.0,False,0.3324720042570378,16.62360021285189,2.0,14.62360021285189,treat_account
acct_00026,2,0,0.0,False,0.3143176990566968,15.715884952834841,2.0,13.715884952834841,treat_account
acct_00027,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00028,10,2,0.2,True,1.1203265030917648,56.016325154588245,10.0,46.016325154588245,suppress_toxic_admin
acct_00030,4,1,0.25,False,0.4153030006668351,20.765150033341754,4.0,16.765150033341754,suppress_toxic_users
acct_00031,3,1,0.3333333333333333,False,0.13181762523157958,6.590881261578979,3.0,3.5908812615789794,suppress_toxic_users
acct_00032,3,0,0.0,False,0.5253081910514052,26.26540955257026,3.0,23.26540955257026,treat_account
acct_00033,2,0,0.0,False,0.3324720042570378,16.62360021285189,2.0,14.62360021285189,treat_account
acct_00035,2,0,0.0,False,0.3374132185067308,16.87066092533654,2.0,14.87066092533654,treat_account
acct_00036,11,2,0.18181818181818182,True,1.1302577242009728,56.51288621004864,11.0,45.51288621004864,suppress_toxic_admin
acct_00037,1,0,0.0,False,0.1841249323737309,9.206246618686546,1.0,8.206246618686546,suppress_too_small
acct_00038,3,0,0.0,False,0.5397633900291514,26.98816950145757,3.0,23.98816950145757,treat_account
acct_00039,2,0,0.0,False,0.3338386782815781,16.691933914078906,2.0,14.691933914078906,treat_account
acct_00040,5,2,0.4,False,0.2564797666559133,12.823988332795667,5.0,7.8239883327956665,suppress_toxic_users
acct_00041,2,0,0.0,False,0.3636664831445555,18.183324157227776,2.0,16.183324157227776,treat_account
acct_00042,11,2,0.18181818181818182,False,1.2761186593304334,63.805932966521674,11.0,52.805932966521674,suppress_toxic_users
acct_00043,10,1,0.1,False,1.495092307293514,74.7546153646757,10.0,64.7546153646757,treat_account
acct_00044,4,1,0.25,False,0.33064879031933647,16.532439515966825,4.0,12.532439515966825,suppress_toxic_users
acct_00045,3,0,0.0,False,0.49870800638555673,24.935400319277836,3.0,21.935400319277836,treat_account
acct_00046,23,5,0.21739130434782608,False,2.3705618982319465,118.52809491159732,23.0,95.52809491159732,suppress_toxic_users
acct_00047,16,3,0.1875,True,1.7094364060345721,85.47182030172861,16.0,69.47182030172861,suppress_toxic_admin
acct_00048,2,0,0.0,False,0.3473719813164718,17.368599065823588,2.0,15.368599065823588,treat_account
acct_00049,2,0,0.0,False,0.3543888075777273,17.719440378886365,2.0,15.719440378886365,treat_account
acct_00051,8,0,0.0,False,1.4037919757643942,70.18959878821971,8.0,62.18959878821971,treat_account
acct_00052,1,0,0.0,False,0.1711772163782119,8.558860818910595,1.0,7.5588608189105955,suppress_too_small
acct_00053,3,1,0.3333333333333333,False,0.17537037310024572,8.768518655012286,3.0,5.7685186550122864,suppress_toxic_users
acct_00054,7,1,0.14285714285714285,False,0.9113650936741022,45.56825468370511,7.0,38.56825468370511,suppress_toxic_users
acct_00055,4,0,0.0,False,0.7204364570760162,36.02182285380081,4.0,32.02182285380081,treat_account
acct_00056,7,1,0.14285714285714285,False,0.9007352628995148,45.03676314497574,7.0,38.03676314497574,suppress_toxic_users
acct_00057,3,1,0.3333333333333333,False,0.2267597878805569,11.337989394027845,3.0,8.337989394027845,suppress_toxic_users
acct_00058,3,0,0.0,False,0.5032833224557158,25.16416612278579,3.0,22.16416612278579,treat_account
acct_00059,4,0,0.0,False,0.7467731116649227,37.33865558324613,4.0,33.33865558324613,treat_account
acct_00062,3,1,0.3333333333333333,False,0.228862894830354,11.443144741517699,3.0,8.443144741517699,suppress_toxic_users
acct_00063,9,0,0.0,False,1.5773197552015046,78.86598776007523,9.0,69.86598776007523,treat_account
acct_00064,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00065,1,0,0.0,False,0.1708143039793767,8.540715198968835,1.0,7.540715198968835,suppress_too_small
acct_00066,8,0,0.0,False,1.384026783025143,69.20133915125714,8.0,61.201339151257145,treat_account
acct_00067,4,0,0.0,False,0.6876469218407977,34.38234609203988,4.0,30.38234609203988,treat_account
acct_00068,2,1,0.5,False,-0.0001654562689832051,-0.008272813449160255,2.0,-2.0082728134491603,suppress_toxic_users
acct_00069,3,1,0.3333333333333333,False,0.201786027170248,10.0893013585124,3.0,7.089301358512399,suppress_toxic_users
acct_00070,3,1,0.3333333333333333,False,0.16216026793029642,8.10801339651482,3.0,5.108013396514821,suppress_toxic_users
acct_00071,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00072,6,0,0.0,False,1.0649635158055566,53.24817579027783,6.0,47.24817579027783,treat_account
acct_00073,3,0,0.0,False,0.503508982876954,25.1754491438477,3.0,22.1754491438477,treat_account
acct_00075,13,1,0.07692307692307693,False,1.8634928394068808,93.17464197034404,13.0,80.17464197034404,treat_account
acct_00076,4,1,0.25,True,0.3672767179979555,18.363835899897776,4.0,14.363835899897776,suppress_toxic_admin
acct_00077,2,1,0.5,True,-0.0001654562689832051,-0.008272813449160255,2.0,-2.0082728134491603,suppress_toxic_admin
acct_00078,11,3,0.2727272727272727,False,1.0579402506921054,52.89701253460527,11.0,41.89701253460527,suppress_toxic_users
acct_00079,2,0,0.0,False,0.3338386782815781,16.691933914078906,2.0,14.691933914078906,treat_account
acct_00080,3,0,0.0,False,0.4985647828465623,24.928239142328117,3.0,21.928239142328117,treat_account
acct_00082,5,0,0.0,False,0.9086301353777283,45.431506768886415,5.0,40.431506768886415,treat_account
acct_00083,3,1,0.3333333333333333,False,0.1329734829888785,6.648674149443925,3.0,3.6486741494439254,suppress_toxic_users
acct_00084,5,1,0.2,True,0.4609466364966036,23.04733182483018,5.0,18.04733182483018,suppress_toxic_admin
acct_00085,11,2,0.18181818181818182,False,1.219742869338112,60.9871434669056,11.0,49.9871434669056,suppress_toxic_users
acct_00086,4,1,0.25,True,0.3281706096375771,16.408530481878856,4.0,12.408530481878856,suppress_toxic_admin
acct_00087,12,0,0.0,False,2.0703038092002406,103.51519046001204,12.0,91.51519046001204,treat_account
acct_00088,6,0,0.0,False,1.0526067872114189,52.63033936057094,6.0,46.63033936057094,treat_account
acct_00089,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00090,3,0,0.0,False,0.5391993267330858,26.95996633665429,3.0,23.95996633665429,treat_account
acct_00091,5,0,0.0,False,0.8355356378529128,41.776781892645644,5.0,36.776781892645644,treat_account
acct_00092,2,0,0.0,False,0.3283360659065603,16.416803295328013,2.0,14.416803295328013,treat_account
acct_00093,3,0,0.0,False,0.4807763758257552,24.03881879128776,3.0,21.03881879128776,treat_account
acct_00094,8,1,0.125,False,1.0066479211865464,50.33239605932732,8.0,42.33239605932732,suppress_toxic_users
acct_00095,2,1,0.5,False,0.09339817398215561,4.66990869910778,2.0,2.66990869910778,suppress_toxic_users
acct_00096,2,1,0.5,False,0.0667598452716139,3.337992263580695,2.0,1.337992263580695,suppress_toxic_users
acct_00097,2,1,0.5,False,-0.0241853665394699,-1.209268326973495,2.0,-3.209268326973495,suppress_toxic_users
acct_00098,4,0,0.0,False,0.673874951794553,33.69374758972765,4.0,29.69374758972765,treat_account
acct_00099,7,1,0.14285714285714285,False,0.8131376806466339,40.656884032331696,7.0,33.656884032331696,suppress_toxic_users
acct_00100,2,0,0.0,False,0.3411832586776744,17.05916293388372,2.0,15.05916293388372,treat_account
acct_00101,4,0,0.0,False,0.6780063338751343,33.900316693756714,4.0,29.900316693756714,treat_account
acct_00102,2,0,0.0,False,0.3414059333182139,17.070296665910696,2.0,15.070296665910696,treat_account
acct_00103,4,0,0.0,False,0.6689337375448601,33.446686877243,4.0,29.446686877243003,treat_account
acct_00104,3,0,0.0,False,0.49892769524539754,24.946384762269876,3.0,21.946384762269876,treat_account
acct_00105,2,0,0.0,False,0.3636664831445555,18.183324157227776,2.0,16.183324157227776,treat_account
acct_00106,3,1,0.3333333333333333,False,0.24934573399161325,12.467286699580663,3.0,9.467286699580663,suppress_toxic_users
acct_00107,2,1,0.5,False,0.09099480783575231,4.549740391787616,2.0,2.5497403917876156,suppress_toxic_users
acct_00108,5,0,0.0,False,0.8653355919717807,43.26677959858903,5.0,38.26677959858903,treat_account
acct_00109,12,2,0.16666666666666666,False,1.5694134360403664,78.47067180201832,12.0,66.47067180201832,suppress_toxic_users
acct_00110,3,1,0.3333333333333333,False,0.250557023510504,12.527851175525202,3.0,9.527851175525202,suppress_toxic_users
acct_00111,6,1,0.16666666666666666,False,0.6886124583657025,34.430622918285124,6.0,28.430622918285124,suppress_toxic_users
acct_00112,11,1,0.09090909090909091,False,1.665539737990756,83.2769868995378,11.0,72.2769868995378,treat_account
acct_00113,8,3,0.375,False,0.4131374222111919,20.656871110559592,8.0,12.656871110559592,suppress_toxic_users
acct_00114,8,0,0.0,False,1.3967774285856738,69.83887142928369,8.0,61.838871429283685,treat_account
acct_00115,2,0,0.0,False,0.3324720042570378,16.62360021285189,2.0,14.62360021285189,treat_account
acct_00116,1,1,1.0,False,-0.1705344109672809,-8.526720548364045,1.0,-9.526720548364045,suppress_toxic_users
acct_00117,8,1,0.125,False,1.0538607187766766,52.69303593883383,8.0,44.69303593883383,suppress_toxic_users
acct_00118,5,3,0.6,True,-0.09531277491545509,-4.765638745772755,5.0,-9.765638745772755,suppress_toxic_admin
acct_00119,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00120,4,0,0.0,False,0.699651001988618,34.982550099430895,4.0,30.982550099430895,treat_account
acct_00121,5,0,0.0,False,0.8173813326525718,40.869066632628595,5.0,35.869066632628595,treat_account
acct_00122,15,3,0.2,False,1.4460582010676204,72.30291005338103,15.0,57.30291005338103,suppress_toxic_users
acct_00123,5,2,0.4,False,0.3573879773031484,17.86939886515742,5.0,12.869398865157422,suppress_toxic_users
acct_00124,1,0,0.0,False,0.1571588495283484,7.857942476417421,1.0,6.857942476417421,suppress_too_small
acct_00125,8,3,0.375,False,0.389100132991698,19.4550066495849,8.0,11.455006649584899,suppress_toxic_users
acct_00126,4,1,0.25,False,0.40336024582853414,20.168012291426706,4.0,16.168012291426706,suppress_toxic_users
acct_00127,1,1,1.0,False,-0.1707570856078204,-8.53785428039102,1.0,-9.53785428039102,suppress_toxic_users
acct_00128,3,2,0.6666666666666666,True,-0.0907916914361536,-4.53958457180768,3.0,-7.53958457180768,suppress_toxic_admin
acct_00129,15,5,0.3333333333333333,True,1.1042719967437156,55.213599837185775,15.0,40.213599837185775,suppress_toxic_admin
acct_00130,1,0,0.0,False,0.1632470489427409,8.162352447137044,1.0,7.162352447137044,suppress_too_small
acct_00131,10,2,0.2,True,1.0530459923086732,52.65229961543366,10.0,42.65229961543366,suppress_toxic_admin
acct_00133,5,1,0.2,False,0.5345303831486008,26.72651915743004,5.0,21.72651915743004,suppress_toxic_users
acct_00134,4,1,0.25,True,0.37719970512334233,18.859985256167118,4.0,14.859985256167118,suppress_toxic_admin
acct_00135,3,0,0.0,False,0.5168166254906095,25.840831274530473,3.0,22.840831274530473,treat_account
acct_00136,4,0,0.0,False,0.6689337375448601,33.446686877243,4.0,29.446686877243003,treat_account
acct_00137,9,2,0.2222222222222222,True,0.8533247805209143,42.666239026045716,9.0,33.666239026045716,suppress_toxic_admin
acct_00138,3,1,0.3333333333333333,True,0.17425662102506112,8.712831051253056,3.0,5.7128310512530565,suppress_toxic_admin
acct_00139,3,0,0.0,False,0.5247379203334811,26.236896016674056,3.0,23.236896016674056,treat_account
acct_00140,7,1,0.14285714285714285,False,0.830871330834617,41.54356654173085,7.0,34.54356654173085,suppress_toxic_users
acct_00142,3,0,0.0,False,0.47641776283473825,23.820888141736912,3.0,20.820888141736912,treat_account
acct_00143,5,1,0.2,True,0.509206065601125,25.46030328005625,5.0,20.46030328005625,suppress_toxic_admin
acct_00144,8,1,0.125,False,1.1690527005769706,58.45263502884853,8.0,50.45263502884853,suppress_toxic_users
acct_00145,5,0,0.0,False,0.8053152268666233,40.265761343331164,5.0,35.265761343331164,treat_account
acct_00146,7,1,0.14285714285714285,False,0.9567841700607623,47.839208503038115,7.0,40.839208503038115,suppress_toxic_users
acct_00147,6,0,0.0,False,1.0816205745930725,54.081028729653625,6.0,48.081028729653625,treat_account
acct_00148,7,1,0.14285714285714285,False,0.9223318541359586,46.11659270679793,7.0,39.11659270679793,suppress_toxic_users
acct_00149,2,0,0.0,False,0.3411832586776744,17.05916293388372,2.0,15.05916293388372,treat_account
acct_00150,7,3,0.42857142857142855,True,0.28648746478873377,14.324373239436689,7.0,7.324373239436689,suppress_toxic_admin
acct_00151,4,0,0.0,False,0.7141250595389321,35.70625297694661,4.0,31.706252976946608,treat_account
acct_00152,2,0,0.0,False,0.3411832586776744,17.05916293388372,2.0,15.05916293388372,treat_account
acct_00153,6,0,0.0,False,1.0329256169741303,51.64628084870652,6.0,45.64628084870652,treat_account
acct_00154,7,1,0.14285714285714285,False,0.9081564516284835,45.40782258142417,7.0,38.40782258142417,suppress_toxic_users
acct_00155,3,0,0.0,False,0.5119975626570511,25.599878132852556,3.0,22.599878132852556,treat_account
acct_00156,2,0,0.0,False,0.38237966744049323,19.118983372024662,2.0,17.118983372024662,treat_account
acct_00157,5,2,0.4,False,0.1617721370207737,8.088606851038685,5.0,3.0886068510386853,suppress_toxic_users
acct_00158,5,0,0.0,False,0.9020796998716089,45.10398499358044,5.0,40.10398499358044,treat_account
acct_00159,4,1,0.25,True,0.35719246255197823,17.859623127598912,4.0,13.859623127598912,suppress_toxic_admin
acct_00160,2,0,0.0,False,0.3636664831445555,18.183324157227776,2.0,16.183324157227776,treat_account
acct_00161,4,0,0.0,False,0.6695040202689675,33.47520101344838,4.0,29.475201013448377,treat_account
acct_00162,5,1,0.2,False,0.5066835338192859,25.334176690964295,5.0,20.334176690964295,suppress_toxic_users
acct_00163,13,2,0.15384615384615385,False,1.755130702859876,87.7565351429938,13.0,74.7565351429938,suppress_toxic_users
acct_00164,5,0,0.0,False,0.8860078726840648,44.30039363420324,5.0,39.30039363420324,treat_account
acct_00165,4,0,0.0,False,0.6467897033137346,32.33948516568673,4.0,28.33948516568673,treat_account
acct_00166,9,0,0.0,False,1.5534270757327286,77.67135378663643,9.0,68.67135378663643,treat_account
acct_00167,4,0,0.0,False,0.7094501953469696,35.472509767348484,4.0,31.472509767348484,treat_account
acct_00168,3,1,0.3333333333333333,False,0.17569058518449138,8.784529259224568,3.0,5.784529259224568,suppress_toxic_users
acct_00169,16,3,0.1875,False,1.783498065861143,89.17490329305716,16.0,73.17490329305716,suppress_toxic_users
acct_00170,5,0,0.0,False,0.8734039031941978,43.67019515970989,5.0,38.67019515970989,treat_account
acct_00171,10,2,0.2,False,1.0012945181237722,50.06472590618861,10.0,40.06472590618861,suppress_toxic_users
acct_00173,1,0,0.0,False,0.1571588495283484,7.857942476417421,1.0,6.857942476417421,suppress_too_small
acct_00174,3,0,0.0,False,0.553296693064045,27.664834653202252,3.0,24.664834653202252,treat_account
acct_00176,5,1,0.2,False,0.494406611766096,24.7203305883048,5.0,19.7203305883048,suppress_toxic_users
acct_00177,4,0,0.0,False,0.6555009577343712,32.77504788671856,4.0,28.77504788671856,treat_account
acct_00178,4,0,0.0,False,0.6734280320242765,33.67140160121382,4.0,29.671401601213823,treat_account
acct_00179,3,0,0.0,False,0.5384132167270533,26.920660836352667,3.0,23.920660836352667,treat_account
acct_00180,3,0,0.0,False,0.49479175689492005,24.739587844746,3.0,21.739587844746,treat_account
acct_00181,1,0,0.0,False,0.1708143039793767,8.540715198968835,1.0,7.540715198968835,suppress_too_small
acct_00182,3,1,0.3333333333333333,False,0.2596341761106745,12.981708805533726,3.0,9.981708805533726,suppress_toxic_users
acct_00183,12,1,0.08333333333333333,False,1.767192511959538,88.3596255979769,12.0,76.3596255979769,treat_account
acct_00184,3,0,0.0,False,0.5926588635980532,29.63294317990266,3.0,26.63294317990266,treat_account
acct_00185,5,0,0.0,False,0.8372255097423975,41.861275487119876,5.0,36.861275487119876,treat_account
acct_00186,1,0,0.0,False,0.1662360021285189,8.311800106425945,1.0,7.311800106425945,suppress_too_small
acct_00187,4,1,0.25,False,0.32795092077773635,16.39754603888682,4.0,12.39754603888682,suppress_toxic_users
acct_00188,3,1,0.3333333333333333,False,0.1367588394812726,6.83794197406363,3.0,3.8379419740636296,suppress_toxic_users
acct_00189,5,1,0.2,True,0.471976050160689,23.59880250803445,5.0,18.59880250803445,suppress_toxic_admin
acct_00190,2,0,0.0,False,0.3523131955661648,17.615659778308242,2.0,15.615659778308242,treat_account
acct_00191,4,3,0.75,True,-0.261548777043974,-13.0774388521987,4.0,-17.0774388521987,suppress_toxic_admin
acct_00192,3,0,0.0,False,0.5092523562346725,25.462617811733622,3.0,22.462617811733622,treat_account
acct_00193,3,1,0.3333333333333333,False,0.20347589905973268,10.173794952986634,3.0,7.1737949529866345,suppress_toxic_users
acct_00194,3,0,0.0,False,0.5363376047154907,26.816880235774537,3.0,23.816880235774537,treat_account
acct_00195,2,1,0.5,False,-0.0241853665394699,-1.209268326973495,2.0,-3.209268326973495,suppress_toxic_users
acct_00196,1,1,1.0,False,-0.0771934553566816,-3.8596727678340796,1.0,-4.85967276783408,suppress_toxic_users
acct_00197,6,0,0.0,False,1.0228476885289535,51.14238442644768,6.0,45.14238442644768,treat_account
acct_00198,5,0,0.0,False,0.8173813326525718,40.869066632628595,5.0,35.869066632628595,treat_account
acct_00199,1,0,0.0,False,0.1662360021285189,8.311800106425945,1.0,7.311800106425945,suppress_too_small
acct_00200,3,1,0.3333333333333333,True,0.16171491864921742,8.08574593246087,3.0,5.0857459324608705,suppress_toxic_admin
acct_00201,3,1,0.3333333333333333,False,0.170426173069854,8.5213086534927,3.0,5.521308653492699,suppress_toxic_users
acct_00202,4,0,0.0,False,0.7233197028369203,36.165985141846015,4.0,32.165985141846015,treat_account
acct_00203,2,0,0.0,False,0.3324720042570378,16.62360021285189,2.0,14.62360021285189,treat_account
acct_00204,5,1,0.2,False,0.5393922265930415,26.969611329652075,5.0,21.969611329652075,suppress_toxic_users
acct_00205,1,0,0.0,False,0.1571588495283484,7.857942476417421,1.0,6.857942476417421,suppress_too_small
acct_00206,2,0,0.0,False,0.3612631169981521,18.063155849907606,2.0,16.063155849907606,treat_account
acct_00208,2,0,0.0,False,0.36782158738821613,18.391079369410807,2.0,16.391079369410807,treat_account
acct_00209,3,0,0.0,False,0.5045308308448202,25.22654154224101,3.0,22.22654154224101,treat_account
acct_00210,12,3,0.25,True,0.9641878587132555,48.20939293566278,12.0,36.20939293566278,suppress_toxic_admin
acct_00211,5,1,0.2,False,0.5873846549778601,29.369232748893005,5.0,24.369232748893005,suppress_toxic_users
acct_00212,4,0,0.0,False,0.6696228335893384,33.481141679466916,4.0,29.481141679466916,treat_account
acct_00213,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00214,8,2,0.25,False,0.6835489549125864,34.17744774562932,8.0,26.177447745629323,suppress_toxic_users
acct_00215,3,0,0.0,False,0.49479175689492005,24.739587844746,3.0,21.739587844746,treat_account
acct_00217,2,0,0.0,False,0.3233948516568673,16.169742582843366,2.0,14.169742582843366,treat_account
acct_00218,2,0,0.0,False,0.3368276314673561,16.841381573367805,2.0,14.841381573367805,treat_account
acct_00219,5,2,0.4,False,0.24190298746142375,12.095149373071187,5.0,7.095149373071187,suppress_toxic_users
acct_00220,7,1,0.14285714285714285,False,0.9014474818898053,45.072374094490264,7.0,38.072374094490264,suppress_toxic_users
acct_00221,12,0,0.0,False,2.076857802087999,103.84289010439996,12.0,91.84289010439996,treat_account
acct_00222,4,0,0.0,False,0.680185825849485,34.009291292474245,4.0,30.009291292474245,treat_account
acct_00223,2,0,0.0,False,0.3411832586776744,17.05916293388372,2.0,15.05916293388372,treat_account
acct_00224,2,1,0.5,False,-0.0241853665394699,-1.209268326973495,2.0,-3.209268326973495,suppress_toxic_users
acct_00225,2,0,0.0,False,0.34612447292736737,17.30622364636837,2.0,15.30622364636837,treat_account
acct_00226,4,2,0.5,False,0.08002261254322313,4.001130627161157,4.0,0.0011306271611566387,suppress_toxic_users
acct_00227,27,5,0.18518518518518517,False,2.83465566791919,141.7327833959595,27.0,114.7327833959595,suppress_toxic_users
acct_00228,6,0,0.0,False,1.0021923752900823,50.10961876450411,6.0,44.10961876450411,treat_account
acct_00229,4,1,0.25,False,0.42173722566941463,21.086861283470732,4.0,17.086861283470732,suppress_toxic_users
acct_00230,3,1,0.3333333333333333,False,0.25114261054987874,12.557130527493937,3.0,9.557130527493937,suppress_toxic_users
acct_00231,5,0,0.0,False,0.8396258901081022,41.98129450540511,5.0,36.98129450540511,treat_account
acct_00232,2,1,0.5,False,-0.0045210834793014965,-0.22605417396507482,2.0,-2.2260541739650748,suppress_toxic_users
acct_00233,8,1,0.125,False,1.0801758496222738,54.00879248111369,8.0,46.00879248111369,suppress_toxic_users
acct_00234,1,0,0.0,False,0.1571588495283484,7.857942476417421,1.0,6.857942476417421,suppress_too_small
acct_00235,15,2,0.13333333333333333,False,1.9109542437616684,95.54771218808342,15.0,80.54771218808342,suppress_toxic_users
acct_00237,5,1,0.2,False,0.4741567416665529,23.707837083327647,5.0,18.707837083327647,suppress_toxic_users
acct_00238,2,1,0.5,False,-0.00429840883876198,-0.214920441938099,2.0,-2.214920441938099,suppress_toxic_users
acct_00239,11,1,0.09090909090909091,False,1.5309995472669948,76.54997736334974,11.0,65.54997736334974,treat_account
acct_00240,4,0,0.0,False,0.6558668559139051,32.79334279569526,4.0,28.79334279569526,treat_account
acct_00241,8,0,0.0,False,1.4109081257185416,70.54540628592709,8.0,62.545406285927086,treat_account
acct_00242,6,2,0.3333333333333333,False,0.5549792772621649,27.748963863108244,6.0,21.748963863108244,suppress_toxic_users
acct_00243,6,2,0.3333333333333333,False,0.5502394804189663,27.511974020948315,6.0,21.511974020948315,suppress_toxic_users
acct_00244,1,0,0.0,False,0.1705916293388372,8.52958146694186,1.0,7.52958146694186,suppress_too_small
acct_00245,1,1,1.0,False,-0.0497941274587607,-2.4897063729380347,1.0,-3.4897063729380347,suppress_toxic_users
acct_00246,2,0,0.0,False,0.3411832586776744,17.05916293388372,2.0,15.05916293388372,treat_account
acct_00248,8,2,0.25,False,0.6756454954208935,33.782274771044676,8.0,25.782274771044676,suppress_toxic_users
acct_00249,3,0,0.0,False,0.50797813990179,25.398906995089497,3.0,22.398906995089497,treat_account
acct_00250,8,0,0.0,False,1.4308324866904547,71.54162433452274,8.0,63.54162433452274,treat_account
acct_00251,3,1,0.3333333333333333,False,0.1619346075090582,8.09673037545291,3.0,5.0967303754529105,suppress_toxic_users
acct_00252,6,1,0.16666666666666666,False,0.6427109833348135,32.135549166740674,6.0,26.135549166740674,suppress_toxic_users
acct_00253,4,0,0.0,False,0.6335766123630866,31.67883061815433,4.0,27.67883061815433,treat_account
acct_00254,3,0,0.0,False,0.5035059970962553,25.175299854812767,3.0,22.175299854812767,treat_account
acct_00255,6,1,0.16666666666666666,False,0.680364639568306,34.0182319784153,6.0,28.0182319784153,suppress_toxic_users
acct_00256,6,1,0.16666666666666666,False,0.6877292776669344,34.38646388334672,6.0,28.38646388334672,suppress_toxic_users
acct_00257,7,1,0.14285714285714285,False,0.8353656253140332,41.76828126570166,7.0,34.76828126570166,suppress_toxic_users
acct_00258,5,1,0.2,False,0.507619702716744,25.380985135837197,5.0,20.380985135837197,suppress_toxic_users
acct_00259,3,0,0.0,False,0.5386358913675929,26.931794568379647,3.0,23.931794568379647,treat_account
acct_00260,3,1,0.3333333333333333,False,0.1678031180636099,8.390155903180494,3.0,5.390155903180494,suppress_toxic_users
acct_00261,4,3,0.75,False,-0.1545523669823464,-7.72761834911732,4.0,-11.72761834911732,suppress_toxic_users
acct_00262,2,1,0.5,True,-0.03761814634995869,-1.8809073174979347,2.0,-3.8809073174979347,suppress_toxic_admin
acct_00263,14,2,0.14285714285714285,False,1.918976666042062,95.9488333021031,14.0,81.9488333021031,suppress_toxic_users
acct_00264,5,3,0.6,True,-0.04104649874098268,-2.052324937049134,5.0,-7.052324937049134,suppress_toxic_admin
acct_00265,3,1,0.3333333333333333,False,0.1661710690839406,8.30855345419703,3.0,5.30855345419703,suppress_toxic_users
acct_00266,7,0,0.0,False,1.2271071239902975,61.35535619951488,7.0,54.35535619951488,treat_account
acct_00267,3,0,0.0,False,0.4989306810260962,24.946534051304813,3.0,21.946534051304813,treat_account
acct_00268,9,1,0.1111111111111111,False,1.2427423088769443,62.137115443847215,9.0,53.137115443847215,suppress_toxic_users
acct_00269,5,0,0.0,False,0.9073441119862463,45.367205599312314,5.0,40.367205599312314,treat_account
acct_00270,4,2,0.5,False,0.00911213824173801,0.4556069120869005,4.0,-3.5443930879130994,suppress_toxic_users
acct_00271,8,1,0.125,False,1.035572678175892,51.7786339087946,8.0,43.7786339087946,suppress_toxic_users
acct_00272,3,0,0.0,False,0.5366767949512465,26.833839747562326,3.0,23.833839747562326,treat_account
