user_id,account_id,intervention_id,login_days_30d,login_days_l7,core_actions_30d,collab_actions_30d,time_spent_30d,feature_diversity_avg_30d,days_observed_30d,days_since_last_active,momentum_ratio,collab_intensity_ratio,log_login_days_30d,log_login_days_l7,log_core_actions_30d,log_time_spent_30d,log_collab_actions_30d,treatment_flag,collab_activated_flag,outcome_observed_flag,role_type_basic,role_type_power_user,plan_tier_growth,plan_tier_starter,account_size_bucket_mid,account_size_bucket_small
user_0000068,acct_00006,intv_0000027,7.0,2,38.0,2,233.0,1.0,7,2,0.25,0.25,2.0794415416798357,1.0986122886681098,3.6635616461296463,5.455321115357702,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0000069,acct_00006,intv_0000028,7.0,1,38.0,0,228.0,1.0,7,2,0.125,0.0,2.0794415416798357,0.6931471805599453,3.6635616461296463,5.43372200355424,0.0,0,0.0,1,True,False,False,True,True,False
user_0000073,acct_00007,intv_0000029,7.0,1,39.0,5,268.0,1.0,7,2,0.125,0.625,2.0794415416798357,0.6931471805599453,3.6888794541139363,5.594711379601839,1.791759469228055,0,0.0,1,True,False,False,False,False,False
user_0000075,acct_00007,intv_0000030,9.0,3,46.0,0,258.0,1.0,9,2,0.3,0.0,2.302585092994046,1.3862943611198906,3.8501476017100584,5.556828061699537,0.0,0,0.0,1,True,False,False,False,False,False
user_0000077,acct_00008,intv_0000031,13.0,6,52.0,2,329.0,1.0769230769230769,13,2,0.42857142857142855,0.14285714285714285,2.6390573296152584,1.9459101490553132,3.970291913552122,5.799092654460526,1.0986122886681098,1,0.0,1,True,False,True,False,True,False
user_0000082,acct_00008,intv_0000032,6.0,2,31.0,1,161.0,1.1666666666666667,6,1,0.2857142857142857,0.14285714285714285,1.9459101490553132,1.0986122886681098,3.4657359027997265,5.087596335232384,0.6931471805599453,0,0.0,1,True,False,True,False,True,False
user_0000086,acct_00009,intv_0000033,9.0,3,33.0,1,248.0,1.1111111111111112,9,2,0.3,0.1,2.302585092994046,1.3862943611198906,3.5263605246161616,5.517452896464707,0.6931471805599453,0,,0,True,False,True,False,False,False
user_0000087,acct_00009,intv_0000034,12.0,3,61.0,2,368.0,1.0,12,3,0.23076923076923078,0.15384615384615385,2.5649493574615367,1.3862943611198906,4.127134385045092,5.910796644040527,1.0986122886681098,0,0.0,1,True,False,True,False,False,False
user_0000093,acct_00010,intv_0000035,6.0,2,30.0,0,181.0,1.1666666666666667,6,1,0.2857142857142857,0.0,1.9459101490553132,1.0986122886681098,3.4339872044851463,5.204006687076795,0.0,1,0.0,1,True,False,False,True,True,False
user_0000097,acct_00010,intv_0000036,29.0,7,1770.0,0,6510.0,1.206896551724138,29,1,0.23333333333333334,0.0,3.4011973816621555,2.0794415416798357,7.479299637782834,8.781248333236862,0.0,1,0.0,1,False,True,False,True,True,False
user_0000098,acct_00010,intv_0000037,10.0,3,58.0,4,356.0,1.0,10,3,0.2727272727272727,0.36363636363636365,2.3978952727983707,1.3862943611198906,4.07753744390572,5.877735781779639,1.6094379124341003,0,1.0,1,True,False,False,True,True,False
user_0000099,acct_00010,intv_0000038,16.0,4,83.0,6,489.0,1.0625,16,1,0.23529411764705882,0.35294117647058826,2.833213344056216,1.6094379124341003,4.430816798843313,6.194405391104672,1.9459101490553132,0,1.0,1,True,False,False,True,True,False
user_0000100,acct_00010,intv_0000039,26.0,5,1467.0,0,5661.0,1.0384615384615383,26,1,0.18518518518518517,0.0,3.295836866004329,1.791759469228055,7.291656209174461,8.641532465671846,0.0,0,1.0,1,True,False,False,True,True,False
user_0000102,acct_00010,intv_0000040,9.0,2,41.0,2,260.0,1.1111111111111112,9,3,0.2,0.2,2.302585092994046,1.0986122886681098,3.7376696182833684,5.564520407322694,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0000104,acct_00010,intv_0000041,9.0,4,52.0,5,309.0,1.0,9,1,0.4,0.5,2.302585092994046,1.6094379124341003,3.970291913552122,5.736572297479192,1.791759469228055,0,0.0,1,True,False,False,True,True,False
user_0000107,acct_00010,intv_0000042,11.0,4,54.0,6,303.0,1.0909090909090908,11,1,0.3333333333333333,0.5,2.4849066497880004,1.6094379124341003,4.007333185232471,5.717027701406222,1.9459101490553132,0,0.0,1,True,False,False,True,True,False
user_0000108,acct_00010,intv_0000043,10.0,4,48.0,3,297.0,1.0,10,3,0.36363636363636365,0.2727272727272727,2.3978952727983707,1.6094379124341003,3.8918202981106265,5.697093486505405,1.3862943611198906,1,0.0,1,True,False,False,True,True,False
user_0000109,acct_00010,intv_0000044,6.0,2,31.0,3,192.0,1.1666666666666667,6,1,0.2857142857142857,0.42857142857142855,1.9459101490553132,1.0986122886681098,3.4657359027997265,5.262690188904886,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0000113,acct_00011,intv_0000045,11.0,3,53.0,3,321.0,1.0909090909090908,11,1,0.25,0.25,2.4849066497880004,1.3862943611198906,3.9889840465642745,5.7745515455444085,1.3862943611198906,0,1.0,1,True,False,False,False,False,False
user_0000118,acct_00011,intv_0000046,9.0,1,48.0,2,266.0,1.0,9,3,0.1,0.2,2.302585092994046,0.6931471805599453,3.8918202981106265,5.58724865840025,1.0986122886681098,1,0.0,1,True,False,False,False,False,False
user_0000119,acct_00011,intv_0000047,8.0,1,47.0,3,291.0,1.0,8,3,0.1111111111111111,0.3333333333333333,2.1972245773362196,0.6931471805599453,3.871201010907891,5.676753802268282,1.3862943611198906,0,,0,True,False,False,False,False,False
user_0000122,acct_00012,intv_0000048,27.0,5,1552.0,0,5784.0,1.1851851851851851,27,3,0.17857142857142858,0.0,3.332204510175204,1.791759469228055,7.347943823148687,8.663023639627777,0.0,0,1.0,1,False,True,True,False,False,False
user_0000130,acct_00012,intv_0000049,10.0,1,53.0,3,274.0,1.0,10,2,0.09090909090909091,0.2727272727272727,2.3978952727983707,0.6931471805599453,3.9889840465642745,5.616771097666572,1.3862943611198906,0,0.0,1,True,False,True,False,False,False
user_0000131,acct_00012,intv_0000050,8.0,2,50.0,4,308.0,1.0,8,3,0.2222222222222222,0.4444444444444444,2.1972245773362196,1.0986122886681098,3.9318256327243257,5.733341276897746,1.6094379124341003,0,,0,True,False,True,False,False,False
user_0000133,acct_00012,intv_0000051,8.0,3,34.0,4,228.0,1.125,8,1,0.3333333333333333,0.4444444444444444,2.1972245773362196,1.3862943611198906,3.5553480614894135,5.43372200355424,1.6094379124341003,0,0.0,1,True,False,True,False,False,False
user_0000134,acct_00012,intv_0000052,11.0,5,67.0,0,390.0,1.181818181818182,11,2,0.4166666666666667,0.0,2.4849066497880004,1.791759469228055,4.219507705176107,5.968707559985366,0.0,0,1.0,1,True,False,True,False,False,False
user_0000135,acct_00012,intv_0000053,8.0,2,28.0,9,170.0,1.125,8,3,0.2222222222222222,1.0,2.1972245773362196,1.0986122886681098,3.367295829986474,5.14166355650266,2.302585092994046,0,0.0,1,True,False,True,False,False,False
user_0000137,acct_00012,intv_0000054,6.0,3,26.0,1,165.0,1.1666666666666667,6,2,0.42857142857142855,0.14285714285714285,1.9459101490553132,1.3862943611198906,3.295836866004329,5.111987788356544,0.6931471805599453,1,0.0,1,True,False,True,False,False,False
user_0000142,acct_00012,intv_0000055,10.0,3,48.0,3,279.0,1.0,10,3,0.2727272727272727,0.2727272727272727,2.3978952727983707,1.3862943611198906,3.8918202981106265,5.634789603169249,1.3862943611198906,0,0.0,1,True,False,True,False,False,False
user_0000143,acct_00012,intv_0000056,7.0,1,42.0,2,251.0,1.0,7,2,0.125,0.25,2.0794415416798357,0.6931471805599453,3.7612001156935624,5.529429087511423,1.0986122886681098,0,0.0,1,True,False,True,False,False,False
user_0000146,acct_00012,intv_0000057,12.0,3,63.0,3,373.0,1.0833333333333333,12,3,0.23076923076923078,0.23076923076923078,2.5649493574615367,1.3862943611198906,4.1588830833596715,5.924255797414532,1.3862943611198906,0,1.0,1,True,False,True,False,False,False
user_0000147,acct_00012,intv_0000058,9.0,1,48.0,2,313.0,1.0,9,3,0.1,0.2,2.302585092994046,0.6931471805599453,3.8918202981106265,5.749392985908253,1.0986122886681098,0,0.0,1,True,False,True,False,False,False
user_0000149,acct_00012,intv_0000059,10.0,1,32.0,0,213.0,1.1,10,1,0.09090909090909091,0.0,2.3978952727983707,0.6931471805599453,3.4965075614664802,5.365976015021851,0.0,0,0.0,1,True,False,True,False,False,False
user_0000151,acct_00012,intv_0000060,7.0,3,34.0,0,221.0,1.1428571428571428,7,2,0.375,0.0,2.0794415416798357,1.3862943611198906,3.5553480614894135,5.402677381872279,0.0,1,0.0,1,True,False,True,False,False,False
user_0000155,acct_00013,intv_0000061,12.0,4,53.0,6,289.0,1.1666666666666667,12,1,0.3076923076923077,0.46153846153846156,2.5649493574615367,1.6094379124341003,3.9889840465642745,5.66988092298052,1.9459101490553132,0,0.0,1,True,False,False,True,True,False
user_0000156,acct_00013,intv_0000062,7.0,1,34.0,2,188.0,1.0,7,3,0.125,0.25,2.0794415416798357,0.6931471805599453,3.5553480614894135,5.241747015059643,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0000157,acct_00013,intv_0000063,8.0,2,38.0,4,219.0,1.0,8,3,0.2222222222222222,0.4444444444444444,2.1972245773362196,1.0986122886681098,3.6635616461296463,5.393627546352362,1.6094379124341003,0,1.0,1,True,False,False,True,True,False
user_0000160,acct_00013,intv_0000064,8.0,2,36.0,0,187.0,1.0,8,3,0.2222222222222222,0.0,2.1972245773362196,1.0986122886681098,3.6109179126442243,5.236441962829949,0.0,0,0.0,1,True,False,False,True,True,False
user_0000166,acct_00013,intv_0000065,12.0,2,69.0,1,409.0,1.1666666666666667,12,1,0.15384615384615385,0.07692307692307693,2.5649493574615367,1.0986122886681098,4.248495242049359,6.016157159698354,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0000167,acct_00013,intv_0000066,6.0,1,40.0,1,215.0,1.0,6,2,0.14285714285714285,0.14285714285714285,1.9459101490553132,0.6931471805599453,3.713572066704308,5.375278407684165,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0000168,acct_00013,intv_0000067,8.0,2,40.0,3,243.0,1.0,8,1,0.2222222222222222,0.3333333333333333,2.1972245773362196,1.0986122886681098,3.713572066704308,5.497168225293202,1.3862943611198906,0,1.0,1,True,False,False,True,True,False
user_0000171,acct_00014,intv_0000068,10.0,3,56.0,1,332.0,1.2,10,2,0.2727272727272727,0.09090909090909091,2.3978952727983707,1.3862943611198906,4.04305126783455,5.808142489980444,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0000173,acct_00015,intv_0000069,6.0,4,37.0,2,196.0,1.1666666666666667,6,3,0.5714285714285714,0.2857142857142857,1.9459101490553132,1.6094379124341003,3.6375861597263857,5.2832037287379885,1.0986122886681098,0,0.0,1,True,False,False,True,False,True
user_0000177,acct_00015,intv_0000070,9.0,2,51.0,0,330.0,1.0,9,3,0.2,0.0,2.302585092994046,1.0986122886681098,3.9512437185814275,5.802118375377063,0.0,0,,0,True,False,False,True,False,True
user_0000179,acct_00016,intv_0000071,8.0,1,38.0,0,246.0,1.125,8,1,0.1111111111111111,0.0,2.1972245773362196,0.6931471805599453,3.6635616461296463,5.5093883366279774,0.0,0,0.0,1,True,False,False,True,True,False
user_0000180,acct_00016,intv_0000072,8.0,3,39.0,2,221.0,1.0,8,1,0.3333333333333333,0.2222222222222222,2.1972245773362196,1.3862943611198906,3.6888794541139363,5.402677381872279,1.0986122886681098,1,0.0,1,True,False,False,True,True,False
user_0000185,acct_00016,intv_0000073,8.0,4,22.0,3,145.0,1.0,8,1,0.4444444444444444,0.3333333333333333,2.1972245773362196,1.6094379124341003,3.1354942159291497,4.983606621708336,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0000188,acct_00016,intv_0000074,10.0,1,49.0,2,300.0,1.2,10,3,0.09090909090909091,0.18181818181818182,2.3978952727983707,0.6931471805599453,3.912023005428146,5.707110264748875,1.0986122886681098,1,1.0,1,True,False,False,True,True,False
user_0000189,acct_00016,intv_0000075,12.0,3,45.0,3,274.0,1.0833333333333333,12,2,0.23076923076923078,0.23076923076923078,2.5649493574615367,1.3862943611198906,3.828641396489095,5.616771097666572,1.3862943611198906,1,1.0,1,True,False,False,True,True,False
user_0000197,acct_00017,intv_0000076,28.0,5,1664.0,0,6827.0,1.1428571428571428,28,3,0.1724137931034483,0.0,3.367295829986474,1.791759469228055,7.417580402414544,8.828787083914332,0.0,0,0.0,1,False,True,False,True,True,False
user_0000198,acct_00017,intv_0000077,13.0,2,73.0,3,422.0,1.0,13,3,0.14285714285714285,0.21428571428571427,2.6390573296152584,1.0986122886681098,4.30406509320417,6.0473721790462776,1.3862943611198906,1,0.0,1,True,False,False,True,True,False
user_0000199,acct_00017,intv_0000078,8.0,2,35.0,2,202.0,1.0,8,2,0.2222222222222222,0.2222222222222222,2.1972245773362196,1.0986122886681098,3.58351893845611,5.313205979041787,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0000200,acct_00017,intv_0000079,30.0,7,1790.0,0,7041.0,1.2,30,1,0.22580645161290322,0.0,3.4339872044851463,2.0794415416798357,7.490529402060711,8.859647499714997,0.0,1,0.0,1,True,False,False,True,True,False
user_0000204,acct_00017,intv_0000080,7.0,2,31.0,4,194.0,1.0,7,2,0.25,0.5,2.0794415416798357,1.0986122886681098,3.4657359027997265,5.272999558563747,1.6094379124341003,0,1.0,1,True,False,False,True,True,False
user_0000208,acct_00017,intv_0000081,8.0,1,42.0,0,255.0,1.0,8,3,0.1111111111111111,0.0,2.1972245773362196,0.6931471805599453,3.7612001156935624,5.545177444479562,0.0,1,0.0,1,True,False,False,True,True,False
user_0000210,acct_00018,intv_0000082,12.0,3,54.0,1,310.0,1.1666666666666667,12,1,0.23076923076923078,0.07692307692307693,2.5649493574615367,1.3862943611198906,4.007333185232471,5.739792912179234,0.6931471805599453,1,0.0,1,True,False,False,True,True,False
user_0000211,acct_00018,intv_0000083,28.0,6,1696.0,0,6162.0,1.1428571428571428,28,1,0.20689655172413793,0.0,3.367295829986474,1.9459101490553132,7.436617265234227,8.726318950962243,0.0,0,,0,True,False,False,True,True,False
user_0000213,acct_00018,intv_0000084,10.0,3,48.0,7,288.0,1.0,10,3,0.2727272727272727,0.6363636363636364,2.3978952727983707,1.3862943611198906,3.8918202981106265,5.666426688112432,2.0794415416798357,0,0.0,1,True,False,False,True,True,False
user_0000215,acct_00018,intv_0000085,13.0,2,81.0,3,468.0,1.0,13,2,0.14285714285714285,0.21428571428571427,2.6390573296152584,1.0986122886681098,4.406719247264253,6.150602768446279,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0000216,acct_00018,intv_0000086,8.0,4,41.0,4,239.0,1.125,8,2,0.4444444444444444,0.4444444444444444,2.1972245773362196,1.6094379124341003,3.7376696182833684,5.480638923341991,1.6094379124341003,1,0.0,1,True,False,False,True,True,False
user_0000218,acct_00018,intv_0000087,26.0,3,1519.0,0,6599.0,1.1923076923076923,26,3,0.1111111111111111,0.0,3.295836866004329,1.3862943611198906,7.326465613840322,8.794824928014517,0.0,0,1.0,1,False,True,False,True,True,False
user_0000222,acct_00018,intv_0000088,7.0,3,32.0,0,205.0,1.0,7,3,0.375,0.0,2.0794415416798357,1.3862943611198906,3.4965075614664802,5.327876168789581,0.0,0,0.0,1,True,False,False,True,True,False
user_0000223,acct_00019,intv_0000089,15.0,3,71.0,5,441.0,1.0,15,2,0.1875,0.3125,2.772588722239781,1.3862943611198906,4.276666119016055,6.091309882077698,1.791759469228055,1,0.0,1,True,False,False,True,True,False
user_0000224,acct_00019,intv_0000090,9.0,2,41.0,1,241.0,1.0,9,2,0.2,0.1,2.302585092994046,1.0986122886681098,3.7376696182833684,5.488937726156687,0.6931471805599453,0,0.0,1,True,False,False,True,True,False
user_0000225,acct_00019,intv_0000091,12.0,1,59.0,3,334.0,1.0,12,1,0.07692307692307693,0.23076923076923078,2.5649493574615367,0.6931471805599453,4.0943445622221,5.814130531825066,1.3862943611198906,0,1.0,1,True,False,False,True,True,False
user_0000229,acct_00020,intv_0000092,9.0,2,49.0,3,283.0,1.0,9,3,0.2,0.3,2.302585092994046,1.0986122886681098,3.912023005428146,5.648974238161206,1.3862943611198906,0,0.0,1,True,False,True,False,False,False
user_0000230,acct_00020,intv_0000093,12.0,3,57.0,2,348.0,1.0,12,3,0.23076923076923078,0.15384615384615385,2.5649493574615367,1.3862943611198906,4.060443010546419,5.855071922202427,1.0986122886681098,0,0.0,1,True,False,True,False,False,False
user_0000232,acct_00021,intv_0000094,8.0,2,55.0,3,309.0,1.125,8,1,0.2222222222222222,0.3333333333333333,2.1972245773362196,1.0986122886681098,4.02535169073515,5.736572297479192,1.3862943611198906,0,0.0,1,True,False,False,True,True,False
user_0000235,acct_00021,intv_0000095,10.0,2,51.0,0,326.0,1.0,10,1,0.18181818181818182,0.0,2.3978952727983707,1.0986122886681098,3.9512437185814275,5.7899601708972535,0.0,0,,0,True,False,False,True,True,False
user_0000236,acct_00021,intv_0000096,11.0,4,69.0,2,426.0,1.0909090909090908,11,2,0.3333333333333333,0.16666666666666666,2.4849066497880004,1.6094379124341003,4.248495242049359,6.056784013228625,1.0986122886681098,0,0.0,1,True,False,False,True,True,False
user_0000238,acct_00021,intv_0000097,8.0,4,38.0,4,198.0,1.0,8,2,0.4444444444444444,0.4444444444444444,2.1972245773362196,1.6094379124341003,3.6635616461296463,5.293304824724492,1.6094379124341003,0,0.0,1,True,False,False,True,True,False
user_0000242,acct_00021,intv_0000098,10.0,4,45.0,8,286.0,1.1,10,1,0.36363636363636365,0.7272727272727273,2.3978952727983707,1.6094379124341003,3.828641396489095,5.659482215759621,2.1972245773362196,0,0.0,1,True,False,False,True,True,False
user_0000243,acct_00021,intv_0000099,10.0,2,45.0,4,257.0,1.2,10,3,0.18181818181818182,0.36363636363636365,2.3978952727983707,1.0986122886681098,3.828641396489095,5.552959584921617,1.6094379124341003,0,,0,True,False,False,True,True,False
user_0000244,acct_00021,intv_0000100,25.0,6,1462.0,0,5812.0,1.0,25,2,0.23076923076923078,0.0,3.258096538021482,1.9459101490553132,7.288244401020124,8.66785206770135,0.0,0,0.0,1,True,False,False,True,True,False
user_0000245,acct_00021,intv_0000101,9.0,3,38.0,7,244.0,1.0,9,1,0.3,0.7,2.302585092994046,1.3862943611198906,3.6635616461296463,5.501258210544727,2.0794415416798357,0,,0,True,False,False,True,True,False
user_0000247,acct_00022,intv_0000102,12.0,3,75.0,1,455.0,1.0,12,3,0.23076923076923078,0.07692307692307693,2.5649493574615367,1.3862943611198906,4.330733340286331,6.1224928095143865,0.6931471805599453,0,,0,True,False,False,True,False,True
user_0000249,acct_00022,intv_0000103,7.0,2,32.0,0,207.0,1.1428571428571428,7,2,0.25,0.0,2.0794415416798357,1.0986122886681098,3.4965075614664802,5.337538079701318,0.0,1,,0,True,False,False,True,False,True
user_0000251,acct_00022,intv_0000104,26.0,4,1613.0,0,6531.0,1.0769230769230769,26,3,0.14814814814814814,0.0,3.295836866004329,1.6094379124341003,7.3864708488298945,8.784468454090355,0.0,0,1.0,1,False,True,False,True,False,True
user_0000252,acct_00022,intv_0000105,11.0,3,56.0,7,331.0,1.181818181818182,11,3,0.25,0.5833333333333334,2.4849066497880004,1.3862943611198906,4.04305126783455,5.805134968916488,2.0794415416798357,0,0.0,1,True,False,False,True,False,True
user_0000254,acct_00022,intv_0000106,10.0,4,43.0,2,270.0,1.1,10,1,0.36363636363636365,0.18181818181818182,2.3978952727983707,1.6094379124341003,3.784189633918261,5.602118820879701,1.0986122886681098,0,0.0,1,True,False,False,True,False,True
user_0000256,acct_00022,intv_0000107,8.0,1,42.0,3,236.0,1.125,8,3,0.1111111111111111,0.3333333333333333,2.1972245773362196,0.6931471805599453,3.7612001156935624,5.4680601411351315,1.3862943611198906,0,1.0,1,True,False,False,True,False,True
user_0000259,acct_00023,intv_0000108,8.0,2,43.0,3,247.0,1.125,8,3,0.2222222222222222,0.3333333333333333,2.1972245773362196,1.0986122886681098,3.784189633918261,5.5134287461649825,1.3862943611198906,0,0.0,1,True,False,False,True,False,True
user_0000260,acct_00023,intv_0000109,6.0,3,25.0,4,140.0,1.0,6,1,0.42857142857142855,0.5714285714285714,1.9459101490553132,1.3862943611198906,3.258096538021482,4.948759890378168,1.6094379124341003,0,1.0,1,True,False,False,True,False,True
user_0000261,acct_00023,intv_0000110,9.0,2,39.0,3,219.0,1.0,9,1,0.2,0.3,2.302585092994046,1.0986122886681098,3.6888794541139363,5.393627546352362,1.3862943611198906,0,0.0,1,True,False,False,True,False,True
user_0000262,acct_00023,intv_0000111,23.0,5,1405.0,0,5536.0,1.1304347826086956,23,2,0.20833333333333334,0.0,3.1780538303479458,1.791759469228055,7.2485040723706105,8.619208116822968,0.0,0,0.0,1,False,True,False,True,False,True
