user_id,account_id,user_created_date,role_type,geo_region,invited_by_user_id
user_0000066,acct_00006,2023-02-26,power_user,APAC,
user_0000067,acct_00006,2023-03-22,power_user,APAC,unknown_user
user_0000068,acct_00006,2023-03-21,basic,NA,unknown_user
user_0000069,acct_00006,2023-03-19,basic,LATAM,
user_0000070,acct_00006,2023-03-21,power_user,APAC,unknown_user
user_0000071,acct_00006,2023-03-19,basic,NA,
user_0000072,acct_00007,2023-10-16,admin,LATAM,
user_0000073,acct_00007,2023-11-05,basic,LATAM,
user_0000074,acct_00007,2023-10-17,power_user,LATAM,
user_0000075,acct_00007,2023-10-29,basic,LATAM,unknown_user
user_0000076,acct_00008,2023-09-04,power_user,LATAM,
user_0000077,acct_00008,2023-09-12,basic,EU,
user_0000078,acct_00008,2023-09-23,basic,LATAM,
user_0000079,acct_00008,2023-09-15,power_user,LATAM,
user_0000080,acct_00008,2023-09-15,admin,NA,
user_0000081,acct_00008,2023-09-09,admin,LATAM,unknown_user
user_0000082,acct_00008,2023-09-02,basic,LATAM,unknown_user
user_0000083,acct_00008,2023-09-21,basic,EU,
user_0000084,acct_00008,2023-09-11,basic,EU,
user_0000085,acct_00009,2023-05-21,basic,APAC,unknown_user
user_0000086,acct_00009,2023-05-31,basic,EU,
user_0000087,acct_00009,2023-05-27,basic,NA,
user_0000088,acct_00009,2023-05-14,power_user,LATAM,
user_0000089,acct_00009,2023-05-31,admin,APAC,
user_0000090,acct_00009,2023-06-05,basic,EU,unknown_user
user_0000091,acct_00009,2023-06-09,power_user,LATAM,
user_0000092,acct_00009,2023-06-05,basic,EU,
user_0000093,acct_00010,2023-07-09,basic,NA,
user_0000094,acct_00010,2023-06-26,power_user,NA,unknown_user
user_0000095,acct_00010,2023-06-16,power_user,NA,
user_0000096,acct_00010,2023-06-27,power_user,EU,
user_0000097,acct_00010,2023-06-26,power_user,APAC,
user_0000098,acct_00010,2023-06-29,basic,EU,
user_0000099,acct_00010,2023-06-20,basic,LATAM,unknown_user
user_0000100,acct_00010,2023-06-30,basic,EU,
user_0000101,acct_00010,2023-06-16,power_user,EU,
user_0000102,acct_00010,2023-06-28,basic,APAC,unknown_user
user_0000103,acct_00010,2023-06-23,basic,EU,
user_0000104,acct_00010,2023-07-05,basic,EU,
user_0000105,acct_00010,2023-07-05,admin,APAC,
user_0000106,acct_00010,2023-06-16,power_user,APAC,
user_0000107,acct_00010,2023-06-22,basic,APAC,unknown_user
user_0000108,acct_00010,2023-07-04,basic,NA,
user_0000109,acct_00010,2023-06-26,basic,EU,
user_0000110,acct_00011,2024-02-07,admin,NA,
user_0000111,acct_00011,2024-01-10,power_user,EU,unknown_user
user_0000112,acct_00011,2024-01-21,power_user,NA,unknown_user
user_0000113,acct_00011,2024-01-26,basic,LATAM,
user_0000114,acct_00011,2024-02-03,power_user,EU,unknown_user
user_0000115,acct_00011,2024-01-19,basic,LATAM,
user_0000116,acct_00011,2024-01-23,power_user,APAC,unknown_user
user_0000117,acct_00011,2024-01-21,admin,NA,
user_0000118,acct_00011,2024-01-27,basic,EU,
user_0000119,acct_00011,2024-01-13,basic,EU,unknown_user
user_0000120,acct_00012,2024-01-18,admin,LATAM,
user_0000121,acct_00012,2024-02-02,power_user,NA,
user_0000122,acct_00012,2024-01-28,power_user,EU,
user_0000123,acct_00012,2024-01-16,admin,NA,unknown_user
user_0000124,acct_00012,2024-01-12,power_user,LATAM,
user_0000125,acct_00012,2024-01-11,power_user,LATAM,unknown_user
user_0000126,acct_00012,2024-02-06,basic,NA,unknown_user
user_0000127,acct_00012,2024-01-08,power_user,EU,
user_0000128,acct_00012,2024-01-21,power_user,NA,
user_0000129,acct_00012,2024-02-03,power_user,EU,
user_0000130,acct_00012,2024-01-19,basic,LATAM,
user_0000131,acct_00012,2024-01-11,basic,EU,unknown_user
user_0000132,acct_00012,2024-01-20,power_user,LATAM,unknown_user
user_0000133,acct_00012,2024-01-28,basic,APAC,
user_0000134,acct_00012,2024-02-04,basic,NA,
user_0000135,acct_00012,2024-02-01,basic,EU,
user_0000136,acct_00012,2024-01-11,power_user,APAC,unknown_user
user_0000137,acct_00012,2024-01-17,basic,LATAM,unknown_user
user_0000138,acct_00012,2024-01-19,power_user,EU,
user_0000139,acct_00012,2024-01-22,power_user,NA,
user_0000140,acct_00012,2024-01-10,admin,LATAM,
user_0000141,acct_00012,2024-01-24,power_user,EU,
user_0000142,acct_00012,2024-01-20,basic,APAC,unknown_user
user_0000143,acct_00012,2024-01-31,basic,NA,
user_0000144,acct_00012,2024-01-31,admin,NA,
user_0000145,acct_00012,2024-01-09,basic,NA,unknown_user
user_0000146,acct_00012,2024-02-05,basic,APAC,
user_0000147,acct_00012,2024-01-26,basic,NA,
user_0000148,acct_00012,2024-01-21,basic,APAC,
user_0000149,acct_00012,2024-01-08,basic,NA,
user_0000150,acct_00012,2024-01-21,basic,LATAM,
user_0000151,acct_00012,2024-01-30,basic,EU,
user_0000152,acct_00012,2024-01-22,basic,NA,
user_0000153,acct_00013,2024-05-11,power_user,EU,
user_0000154,acct_00013,2024-05-03,power_user,EU,
user_0000155,acct_00013,2024-04-29,basic,EU,
user_0000156,acct_00013,2024-04-22,basic,EU,
user_0000157,acct_00013,2024-05-10,basic,NA,
user_0000158,acct_00013,2024-05-04,power_user,APAC,unknown_user
user_0000159,acct_00013,2024-05-18,admin,EU,
user_0000160,acct_00013,2024-05-17,basic,APAC,
user_0000161,acct_00013,2024-05-15,power_user,LATAM,
user_0000162,acct_00013,2024-05-08,power_user,EU,
user_0000163,acct_00013,2024-05-18,power_user,LATAM,
user_0000164,acct_00013,2024-05-06,admin,LATAM,
user_0000165,acct_00013,2024-04-29,basic,EU,
user_0000166,acct_00013,2024-05-04,basic,EU,
user_0000167,acct_00013,2024-05-19,basic,EU,
user_0000168,acct_00013,2024-05-02,basic,NA,unknown_user
user_0000169,acct_00013,2024-05-21,power_user,EU,unknown_user
user_0000170,acct_00014,2024-05-04,power_user,EU,
user_0000171,acct_00014,2024-05-09,basic,NA,
user_0000172,acct_00014,2024-05-21,admin,NA,unknown_user
user_0000173,acct_00015,2023-11-01,basic,EU,unknown_user
user_0000174,acct_00015,2023-11-04,power_user,APAC,
user_0000175,acct_00015,2023-11-01,admin,LATAM,unknown_user
user_0000176,acct_00015,2023-10-28,power_user,APAC,
user_0000177,acct_00015,2023-11-18,basic,LATAM,
user_0000178,acct_00015,2023-10-27,basic,APAC,unknown_user
user_0000179,acct_00016,2023-04-14,basic,LATAM,
user_0000180,acct_00016,2023-04-16,basic,LATAM,unknown_user
user_0000181,acct_00016,2023-03-28,power_user,APAC,
user_0000182,acct_00016,2023-04-10,basic,APAC,
user_0000183,acct_00016,2023-04-19,power_user,EU,unknown_user
user_0000184,acct_00016,2023-04-01,admin,LATAM,
user_0000185,acct_00016,2023-03-26,basic,EU,
user_0000186,acct_00016,2023-04-14,basic,NA,
user_0000187,acct_00016,2023-03-24,basic,APAC,
user_0000188,acct_00016,2023-03-30,basic,NA,
user_0000189,acct_00016,2023-04-09,basic,NA,
user_0000190,acct_00016,2023-04-10,admin,EU,unknown_user
user_0000191,acct_00016,2023-03-30,power_user,APAC,
user_0000192,acct_00016,2023-04-07,admin,EU,
user_0000193,acct_00016,2023-04-11,power_user,APAC,
user_0000194,acct_00016,2023-04-06,basic,EU,
user_0000195,acct_00016,2023-04-19,admin,EU,
user_0000196,acct_00016,2023-04-11,admin,EU,
user_0000197,acct_00017,2023-04-04,power_user,LATAM,
user_0000198,acct_00017,2023-03-30,basic,APAC,unknown_user
user_0000199,acct_00017,2023-04-08,basic,EU,
user_0000200,acct_00017,2023-04-20,basic,APAC,
user_0000201,acct_00017,2023-04-22,basic,APAC,
user_0000202,acct_00017,2023-03-31,admin,EU,unknown_user
user_0000203,acct_00017,2023-04-23,power_user,NA,
user_0000204,acct_00017,2023-04-01,basic,NA,unknown_user
user_0000205,acct_00017,2023-04-12,admin,APAC,
user_0000206,acct_00017,2023-04-18,power_user,APAC,
user_0000207,acct_00017,2023-04-19,admin,EU,
user_0000208,acct_00017,2023-04-04,basic,APAC,unknown_user
user_0000209,acct_00018,2023-09-06,power_user,EU,unknown_user
user_0000210,acct_00018,2023-08-28,basic,EU,unknown_user
user_0000211,acct_00018,2023-09-11,basic,APAC,
user_0000212,acct_00018,2023-09-02,power_user,LATAM,unknown_user
user_0000213,acct_00018,2023-09-02,basic,EU,
user_0000214,acct_00018,2023-08-31,power_user,APAC,
user_0000215,acct_00018,2023-08-30,basic,NA,
user_0000216,acct_00018,2023-08-23,basic,NA,
user_0000217,acct_00018,2023-08-22,admin,APAC,
user_0000218,acct_00018,2023-08-15,power_user,EU,
user_0000219,acct_00018,2023-08-25,power_user,LATAM,
user_0000220,acct_00018,2023-08-13,power_user,EU,unknown_user
user_0000221,acct_00018,2023-08-28,power_user,EU,
user_0000222,acct_00018,2023-08-14,basic,EU,
user_0000223,acct_00019,2023-01-24,basic,EU,unknown_user
user_0000224,acct_00019,2023-01-28,basic,LATAM,
user_0000225,acct_00019,2023-01-19,basic,EU,
user_0000226,acct_00020,2024-01-10,basic,LATAM,
user_0000227,acct_00020,2024-01-18,power_user,LATAM,unknown_user
user_0000228,acct_00020,2024-01-12,power_user,NA,
user_0000229,acct_00020,2024-01-08,basic,LATAM,
user_0000230,acct_00020,2024-01-15,basic,LATAM,unknown_user
user_0000231,acct_00021,2023-06-20,basic,LATAM,
user_0000232,acct_00021,2023-06-20,basic,EU,unknown_user
user_0000233,acct_00021,2023-07-08,basic,LATAM,
user_0000234,acct_00021,2023-06-21,admin,APAC,
user_0000235,acct_00021,2023-07-08,basic,LATAM,
user_0000236,acct_00021,2023-07-08,basic,EU,
user_0000237,acct_00021,2023-07-04,power_user,LATAM,unknown_user
user_0000238,acct_00021,2023-06-24,basic,NA,
user_0000239,acct_00021,2023-06-29,power_user,NA,
user_0000240,acct_00021,2023-06-26,power_user,LATAM,
user_0000241,acct_00021,2023-07-04,power_user,LATAM,
user_0000242,acct_00021,2023-06-26,basic,EU,
user_0000243,acct_00021,2023-06-12,basic,EU,
user_0000244,acct_00021,2023-06-16,basic,NA,unknown_user
user_0000245,acct_00021,2023-06-13,basic,APAC,unknown_user
user_0000246,acct_00022,2024-06-11,power_user,NA,unknown_user
user_0000247,acct_00022,2024-05-31,basic,EU,unknown_user
user_0000248,acct_00022,2024-06-09,admin,EU,
user_0000249,acct_00022,2024-06-21,basic,LATAM,unknown_user
user_0000250,acct_00022,2024-06-09,power_user,NA,
user_0000251,acct_00022,2024-05-28,power_user,LATAM,unknown_user
user_0000252,acct_00022,2024-06-26,basic,NA,
user_0000253,acct_00022,2024-06-06,power_user,NA,unknown_user
user_0000254,acct_00022,2024-06-04,basic,NA,unknown_user
user_0000255,acct_00022,2024-06-11,basic,NA,
user_0000256,acct_00022,2024-06-03,basic,APAC,
user_0000257,acct_00022,2024-06-09,power_user,APAC,unknown_user
user_0000258,acct_00023,2023-12-26,admin,LATAM,
user_0000259,acct_00023,2023-12-23,basic,NA,
user_0000260,acct_00023,2023-12-30,basic,APAC,
user_0000261,acct_00023,2024-01-02,basic,LATAM,
user_0000262,acct_00023,2023-12-17,power_user,EU,
user_0000263,acct_00023,2024-01-12,power_user,EU,
user_0000264,acct_00023,2024-01-13,power_user,LATAM,
user_0000265,acct_00023,2023-12-21,power_user,EU,
user_0000266,acct_00023,2023-12-31,basic,EU,
user_0000267,acct_00023,2023-12-31,admin,EU,
user_0000268,acct_00023,2023-12-29,power_user,LATAM,
user_0000269,acct_00023,2023-12-22,power_user,EU,
user_0000270,acct_00023,2024-01-05,basic,LATAM,
user_0000271,acct_00024,2024-04-09,power_user,NA,
user_0000272,acct_00024,2024-04-11,basic,EU,unknown_user
user_0000273,acct_00024,2024-04-09,basic,LATAM,
user_0000274,acct_00024,2024-04-19,power_user,LATAM,unknown_user
user_0000275,acct_00024,2024-04-20,power_user,APAC,
user_0000276,acct_00024,2024-05-04,power_user,APAC,unknown_user
user_0000277,acct_00024,2024-05-05,power_user,APAC,unknown_user
user_0000278,acct_00024,2024-04-17,admin,EU,
user_0000279,acct_00024,2024-04-14,basic,EU,unknown_user
user_0000280,acct_00024,2024-05-05,power_user,EU,unknown_user
user_0000281,acct_00024,2024-04-11,admin,APAC,
user_0000282,acct_00024,2024-04-14,power_user,NA,
user_0000283,acct_00024,2024-04-22,power_user,APAC,
user_0000284,acct_00024,2024-05-02,power_user,LATAM,
user_0000285,acct_00024,2024-04-08,basic,EU,
user_0000286,acct_00024,2024-04-12,admin,NA,unknown_user
user_0000287,acct_00024,2024-04-10,power_user,NA,
user_0000288,acct_00024,2024-04-25,basic,EU,unknown_user
user_0000289,acct_00024,2024-04-30,admin,LATAM,unknown_user
user_0000290,acct_00024,2024-05-05,admin,EU,
user_0000291,acct_00024,2024-04-28,basic,NA,
user_0000292,acct_00024,2024-04-18,basic,NA,
user_0000293,acct_00024,2024-05-01,power_user,EU,unknown_user
user_0000294,acct_00025,2024-02-04,basic,APAC,unknown_user
user_0000295,acct_00025,2024-01-20,basic,LATAM,unknown_user
user_0000296,acct_00025,2024-02-05,admin,EU,unknown_user
user_0000297,acct_00025,2024-01-25,basic,NA,
user_0000298,acct_00025,2024-01-11,basic,EU,
user_0000299,acct_00026,2023-05-01,basic,APAC,unknown_user
user_0000300,acct_00026,2023-04-10,admin,EU,
user_0000301,acct_00026,2023-04-05,power_user,EU,unknown_user
user_0000302,acct_00026,2023-04-07,basic,LATAM,
user_0000303,acct_00026,2023-04-18,power_user,NA,
user_0000304,acct_00026,2023-04-22,basic,EU,
user_0000305,acct_00027,2023-07-26,basic,NA,unknown_user
user_0000306,acct_00027,2023-07-17,admin,LATAM,
user_0000307,acct_00027,2023-06-30,admin,NA,
user_0000308,acct_00027,2023-07-19,admin,NA,
user_0000309,acct_00027,2023-07-09,basic,EU,unknown_user
user_0000310,acct_00027,2023-07-06,power_user,EU,
user_0000311,acct_00028,2023-11-18,admin,LATAM,unknown_user
user_0000312,acct_00028,2023-10-31,basic,APAC,unknown_user
user_0000313,acct_00028,2023-11-07,basic,NA,
user_0000314,acct_00028,2023-11-09,power_user,LATAM,
user_0000315,acct_00028,2023-11-16,basic,LATAM,
user_0000316,acct_00028,2023-11-08,basic,EU,
user_0000317,acct_00028,2023-11-20,power_user,LATAM,unknown_user
user_0000318,acct_00028,2023-11-13,basic,NA,
user_0000319,acct_00028,2023-11-20,power_user,NA,
user_0000320,acct_00028,2023-11-19,admin,APAC,
user_0000321,acct_00028,2023-11-18,basic,EU,
user_0000322,acct_00028,2023-11-06,basic,EU,
user_0000323,acct_00028,2023-11-05,basic,LATAM,unknown_user
user_0000324,acct_00028,2023-11-03,admin,APAC,unknown_user
user_0000325,acct_00028,2023-11-14,basic,EU,
user_0000326,acct_00028,2023-11-24,basic,NA,unknown_user
user_0000327,acct_00028,2023-10-29,basic,LATAM,
user_0000328,acct_00028,2023-11-03,basic,NA,
user_0000329,acct_00028,2023-11-22,basic,NA,
user_0000330,acct_00028,2023-11-04,basic,NA,
user_0000331,acct_00028,2023-11-13,basic,EU,
user_0000332,acct_00028,2023-10-29,admin,EU,unknown_user
user_0000333,acct_00028,2023-11-01,power_user,APAC,unknown_user
user_0000334,acct_00028,2023-11-07,basic,NA,
user_0000335,acct_00029,2023-07-13,power_user,APAC,
user_0000336,acct_00029,2023-07-22,power_user,NA,
user_0000337,acct_00030,2023-11-18,power_user,EU,
user_0000338,acct_00030,2023-12-06,basic,EU,unknown_user
user_0000339,acct_00030,2023-12-05,admin,NA,
user_0000340,acct_00030,2023-12-01,power_user,NA,unknown_user
user_0000341,acct_00030,2023-11-14,basic,EU,
user_0000342,acct_00030,2023-12-04,power_user,NA,
user_0000343,acct_00030,2023-12-09,basic,EU,
user_0000344,acct_00030,2023-12-01,basic,APAC,
user_0000345,acct_00031,2024-05-30,basic,EU,unknown_user
user_0000346,acct_00031,2024-05-11,basic,APAC,
user_0000347,acct_00031,2024-05-16,power_user,LATAM,
user_0000348,acct_00031,2024-05-30,admin,APAC,
user_0000349,acct_00031,2024-05-22,basic,EU,
user_0000350,acct_00031,2024-05-24,admin,EU,
user_0000351,acct_00031,2024-05-07,admin,EU,
user_0000352,acct_00031,2024-06-04,basic,NA,
user_0000353,acct_00031,2024-05-23,power_user,EU,
user_0000354,acct_00031,2024-05-11,power_user,EU,unknown_user
user_0000355,acct_00031,2024-05-13,power_user,NA,unknown_user
user_0000356,acct_00031,2024-05-16,power_user,NA,unknown_user
user_0000357,acct_00031,2024-05-24,power_user,LATAM,
user_0000358,acct_00031,2024-05-25,power_user,APAC,unknown_user
user_0000359,acct_00032,2023-05-08,basic,NA,
user_0000360,acct_00032,2023-05-08,basic,NA,
user_0000361,acct_00032,2023-05-19,basic,NA,unknown_user
user_0000362,acct_00032,2023-05-23,basic,NA,unknown_user
user_0000363,acct_00032,2023-05-27,basic,EU,unknown_user
user_0000364,acct_00033,2024-03-03,basic,LATAM,unknown_user
user_0000365,acct_00033,2024-03-15,basic,NA,
user_0000366,acct_00033,2024-03-14,power_user,LATAM,
user_0000367,acct_00033,2024-03-10,power_user,LATAM,
user_0000368,acct_00033,2024-03-16,power_user,NA,
user_0000369,acct_00034,2023-07-15,power_user,EU,
user_0000370,acct_00034,2023-08-04,power_user,LATAM,unknown_user
user_0000371,acct_00034,2023-08-02,power_user,APAC,
user_0000372,acct_00034,2023-08-02,admin,APAC,
user_0000373,acct_00034,2023-07-28,admin,APAC,
user_0000374,acct_00035,2024-04-24,basic,EU,
user_0000375,acct_00035,2024-04-06,admin,APAC,unknown_user
user_0000376,acct_00035,2024-04-15,power_user,APAC,
user_0000377,acct_00035,2024-03-30,basic,EU,
user_0000378,acct_00035,2024-04-15,basic,NA,
user_0000379,acct_00036,2024-05-09,basic,NA,
user_0000380,acct_00036,2024-04-24,power_user,APAC,
user_0000381,acct_00036,2024-04-15,power_user,LATAM,unknown_user
user_0000382,acct_00036,2024-05-14,basic,APAC,
user_0000383,acct_00036,2024-05-13,power_user,LATAM,
user_0000384,acct_00036,2024-04-22,basic,NA,
user_0000385,acct_00036,2024-05-11,basic,APAC,
user_0000386,acct_00036,2024-04-22,power_user,NA,
user_0000387,acct_00036,2024-04-25,power_user,LATAM,
user_0000388,acct_00036,2024-05-10,power_user,LATAM,unknown_user
user_0000389,acct_00036,2024-05-12,admin,EU,
user_0000390,acct_00036,2024-05-07,basic,EU,unknown_user
user_0000391,acct_00036,2024-04-26,power_user,NA,
user_0000392,acct_00036,2024-04-28,power_user,NA,unknown_user
user_0000393,acct_00036,2024-05-11,basic,LATAM,
user_0000394,acct_00036,2024-04-15,admin,APAC,
user_0000395,acct_00036,2024-05-02,admin,LATAM,
user_0000396,acct_00036,2024-05-02,basic,NA,unknown_user
user_0000397,acct_00036,2024-05-10,power_user,EU,
user_0000398,acct_00036,2024-05-03,basic,APAC,unknown_user
user_0000399,acct_00036,2024-05-11,admin,APAC,
user_0000400,acct_00036,2024-05-01,power_user,NA,unknown_user
user_0000401,acct_00036,2024-05-01,basic,NA,unknown_user
user_0000402,acct_00036,2024-04-30,admin,EU,
user_0000403,acct_00036,2024-05-02,basic,EU,
user_0000404,acct_00036,2024-04-30,basic,LATAM,unknown_user
user_0000405,acct_00036,2024-04-20,admin,APAC,unknown_user
user_0000406,acct_00036,2024-04-21,basic,NA,
user_0000407,acct_00037,2023-08-30,power_user,LATAM,unknown_user
user_0000408,acct_00037,2023-08-27,basic,NA,
user_0000409,acct_00038,2023-06-15,basic,EU,unknown_user
user_0000410,acct_00038,2023-06-09,power_user,APAC,
user_0000411,acct_00038,2023-06-18,basic,APAC,
user_0000412,acct_00038,2023-06-03,basic,NA,
user_0000413,acct_00038,2023-07-02,admin,NA,
user_0000414,acct_00038,2023-06-27,power_user,APAC,
user_0000415,acct_00038,2023-06-22,basic,LATAM,
user_0000416,acct_00039,2023-12-17,power_user,APAC,unknown_user
user_0000417,acct_00039,2024-01-12,basic,EU,
user_0000418,acct_00039,2024-01-12,power_user,APAC,unknown_user
user_0000419,acct_00039,2023-12-25,basic,EU,
user_0000420,acct_00039,2023-12-17,admin,EU,
user_0000421,acct_00039,2023-12-26,power_user,NA,
user_0000422,acct_00039,2023-12-18,basic,APAC,
user_0000423,acct_00039,2023-12-31,admin,NA,
user_0000424,acct_00040,2023-06-14,power_user,NA,unknown_user
user_0000425,acct_00040,2023-05-30,basic,EU,
user_0000426,acct_00040,2023-06-03,basic,EU,
user_0000427,acct_00040,2023-05-29,basic,APAC,
user_0000428,acct_00040,2023-05-27,basic,EU,unknown_user
user_0000429,acct_00040,2023-06-08,basic,APAC,unknown_user
user_0000430,acct_00040,2023-06-08,basic,NA,
user_0000431,acct_00040,2023-06-04,power_user,NA,
user_0000432,acct_00040,2023-06-06,admin,LATAM,
user_0000433,acct_00040,2023-05-28,basic,NA,
user_0000434,acct_00040,2023-06-14,power_user,LATAM,
user_0000435,acct_00041,2023-12-24,basic,NA,
user_0000436,acct_00041,2024-01-11,admin,APAC,
user_0000437,acct_00041,2024-01-02,basic,EU,
user_0000438,acct_00041,2023-12-15,basic,LATAM,unknown_user
user_0000439,acct_00041,2023-12-28,basic,NA,
user_0000440,acct_00041,2023-12-24,power_user,NA,unknown_user
user_0000441,acct_00042,2023-07-15,basic,NA,
user_0000442,acct_00042,2023-07-01,basic,APAC,
user_0000443,acct_00042,2023-07-14,power_user,EU,
user_0000444,acct_00042,2023-07-24,basic,EU,
user_0000445,acct_00042,2023-07-28,basic,LATAM,
user_0000446,acct_00042,2023-07-13,basic,LATAM,
user_0000447,acct_00042,2023-07-23,basic,EU,
user_0000448,acct_00042,2023-07-21,power_user,EU,
user_0000449,acct_00042,2023-07-24,admin,APAC,
user_0000450,acct_00042,2023-07-09,admin,APAC,
user_0000451,acct_00042,2023-07-30,power_user,LATAM,
user_0000452,acct_00042,2023-07-19,power_user,EU,
user_0000453,acct_00042,2023-07-06,basic,LATAM,
user_0000454,acct_00042,2023-07-30,basic,LATAM,unknown_user
user_0000455,acct_00042,2023-07-17,power_user,LATAM,
user_0000456,acct_00042,2023-07-14,basic,LATAM,unknown_user
user_0000457,acct_00042,2023-07-08,basic,LATAM,
user_0000458,acct_00042,2023-07-13,basic,LATAM,
user_0000459,acct_00042,2023-07-10,basic,EU,
user_0000460,acct_00042,2023-07-18,power_user,APAC,
user_0000461,acct_00042,2023-07-21,basic,LATAM,
user_0000462,acct_00042,2023-07-24,basic,NA,
user_0000463,acct_00042,2023-07-13,power_user,NA,
user_0000464,acct_00043,2023-07-03,admin,APAC,
user_0000465,acct_00043,2023-06-30,basic,APAC,
user_0000466,acct_00043,2023-07-01,basic,EU,
user_0000467,acct_00043,2023-07-12,basic,LATAM,unknown_user
user_0000468,acct_00043,2023-07-19,power_user,EU,
user_0000469,acct_00043,2023-06-29,basic,EU,
user_0000470,acct_00043,2023-07-27,admin,EU,
user_0000471,acct_00043,2023-06-30,power_user,EU,
user_0000472,acct_00043,2023-07-02,power_user,APAC,
user_0000473,acct_00043,2023-07-13,basic,NA,unknown_user
user_0000474,acct_00043,2023-07-21,power_user,APAC,
user_0000475,acct_00043,2023-07-16,power_user,NA,unknown_user
user_0000476,acct_00043,2023-07-07,basic,APAC,unknown_user
user_0000477,acct_00043,2023-06-29,basic,APAC,unknown_user
user_0000478,acct_00043,2023-07-17,admin,EU,
user_0000479,acct_00043,2023-07-15,power_user,APAC,unknown_user
user_0000480,acct_00043,2023-07-22,basic,LATAM,
user_0000481,acct_00043,2023-07-21,basic,LATAM,unknown_user
user_0000482,acct_00043,2023-07-03,basic,LATAM,
user_0000483,acct_00044,2023-02-28,admin,NA,unknown_user
user_0000484,acct_00044,2023-02-11,power_user,EU,
user_0000485,acct_00044,2023-02-17,basic,APAC,unknown_user
user_0000486,acct_00044,2023-03-03,basic,NA,unknown_user
user_0000487,acct_00044,2023-03-06,admin,EU,
user_0000488,acct_00044,2023-02-18,basic,APAC,
