user_id,intervention_id,collab_activated_flag,activation_date,outcome_window_days
user_0000198,intv_0000077,0.0,,21
user_0000199,intv_0000078,0.0,,21
user_0000200,intv_0000079,0.0,,21
user_0000204,intv_0000080,1.0,2023-05-15,21
user_0000208,intv_0000081,0.0,,21
user_0000210,intv_0000082,0.0,,21
user_0000211,intv_0000083,,,21
user_0000213,intv_0000084,0.0,,21
user_0000215,intv_0000085,0.0,,21
user_0000216,intv_0000086,0.0,,21
user_0000218,intv_0000087,1.0,2023-09-26,21
user_0000222,intv_0000088,0.0,,21
user_0000223,intv_0000089,0.0,,21
user_0000224,intv_0000090,0.0,,21
user_0000225,intv_0000091,1.0,2023-03-07,21
user_0000229,intv_0000092,0.0,,21
user_0000230,intv_0000093,0.0,,21
user_0000232,intv_0000094,0.0,,21
user_0000235,intv_0000095,,,21
user_0000236,intv_0000096,0.0,,21
user_0000238,intv_0000097,0.0,,21
user_0000242,intv_0000098,0.0,,21
user_0000243,intv_0000099,,,21
user_0000244,intv_0000100,0.0,,21
user_0000245,intv_0000101,,,21
user_0000247,intv_0000102,,,21
user_0000249,intv_0000103,,,21
user_0000251,intv_0000104,1.0,2024-07-19,21
user_0000252,intv_0000105,0.0,,21
user_0000254,intv_0000106,0.0,,21
user_0000256,intv_0000107,1.0,2024-07-05,21
user_0000259,intv_0000108,0.0,,21
user_0000260,intv_0000109,1.0,2024-02-08,21
user_0000261,intv_0000110,0.0,,21
user_0000262,intv_0000111,0.0,,21
user_0000270,intv_0000112,0.0,,21
user_0000272,intv_0000113,,,21
user_0000273,intv_0000114,1.0,2024-05-18,21
user_0000274,intv_0000115,0.0,,21
user_0000279,intv_0000116,0.0,,21
user_0000289,intv_0000117,1.0,2024-06-15,21
user_0000292,intv_0000118,0.0,,21
user_0000297,intv_0000119,0.0,,21
user_0000298,intv_0000120,0.0,,21
user_0000299,intv_0000121,0.0,,21
user_0000304,intv_0000122,0.0,,21
user_0000309,intv_0000123,0.0,,21
user_0000312,intv_0000124,0.0,,21
user_0000313,intv_0000125,0.0,,21
user_0000321,intv_0000126,0.0,,21
user_0000322,intv_0000127,0.0,,21
user_0000324,intv_0000128,0.0,,21
user_0000325,intv_0000129,1.0,2023-12-20,21
user_0000326,intv_0000130,0.0,,21
user_0000327,intv_0000131,0.0,,21
user_0000329,intv_0000132,0.0,,21
user_0000334,intv_0000133,0.0,,21
user_0000338,intv_0000134,0.0,,21
user_0000341,intv_0000135,,,21
user_0000342,intv_0000136,0.0,,21
user_0000343,intv_0000137,0.0,,21
user_0000344,intv_0000138,0.0,,21
user_0000345,intv_0000139,0.0,,21
user_0000346,intv_0000140,0.0,,21
user_0000349,intv_0000141,1.0,2024-07-12,21
user_0000360,intv_0000142,0.0,,21
user_0000361,intv_0000143,1.0,2023-06-24,21
user_0000363,intv_0000144,0.0,,21
user_0000364,intv_0000145,0.0,,21
user_0000365,intv_0000146,1.0,2024-04-23,21
user_0000374,intv_0000147,0.0,,21
user_0000377,intv_0000148,0.0,,21
user_0000378,intv_0000149,,,21
user_0000379,intv_0000150,0.0,,21
user_0000385,intv_0000151,0.0,,21
user_0000390,intv_0000152,0.0,,21
user_0000393,intv_0000153,0.0,,21
user_0000396,intv_0000154,0.0,,21
user_0000398,intv_0000155,1.0,2024-06-07,21
user_0000401,intv_0000156,0.0,,21
user_0000402,intv_0000157,0.0,,21
user_0000403,intv_0000158,0.0,,21
user_0000404,intv_0000159,0.0,,21
user_0000406,intv_0000160,0.0,,21
user_0000408,intv_0000161,0.0,,21
user_0000409,intv_0000162,0.0,,21
user_0000411,intv_0000163,1.0,2023-07-16,21
user_0000412,intv_0000164,0.0,,21
user_0000417,intv_0000165,0.0,,21
user_0000422,intv_0000166,1.0,2024-02-02,21
user_0000424,intv_0000167,1.0,2023-07-23,21
user_0000425,intv_0000168,0.0,,21
user_0000426,intv_0000169,1.0,2023-07-04,21
user_0000428,intv_0000170,0.0,,21
user_0000429,intv_0000171,1.0,2023-07-27,21
user_0000435,intv_0000172,0.0,,21
user_0000437,intv_0000173,,,21
user_0000438,intv_0000174,0.0,,21
user_0000441,intv_0000175,1.0,2023-08-20,21
user_0000442,intv_0000176,0.0,,21
user_0000444,intv_0000177,0.0,,21
user_0000445,intv_0000178,0.0,,21
user_0000446,intv_0000179,0.0,,21
user_0000447,intv_0000180,1.0,2023-09-06,21
user_0000448,intv_0000181,1.0,2023-08-30,21
user_0000453,intv_0000182,0.0,,21
user_0000458,intv_0000183,0.0,,21
user_0000459,intv_0000184,0.0,,21
user_0000463,intv_0000185,0.0,,21
user_0000465,intv_0000186,0.0,,21
user_0000466,intv_0000187,0.0,,21
user_0000467,intv_0000188,1.0,2023-08-14,21
user_0000469,intv_0000189,0.0,,21
user_0000473,intv_0000190,0.0,,21
user_0000475,intv_0000191,0.0,,21
user_0000476,intv_0000192,0.0,,21
user_0000477,intv_0000193,0.0,,21
user_0000480,intv_0000194,0.0,,21
user_0000482,intv_0000195,0.0,,21
user_0000485,intv_0000196,1.0,2023-03-20,21
user_0000486,intv_0000197,1.0,2023-04-07,21
user_0000488,intv_0000198,1.0,2023-03-24,21
user_0000491,intv_0000199,0.0,,21
user_0000492,intv_0000200,,,21
user_0000493,intv_0000201,1.0,2023-03-04,21
user_0000495,intv_0000202,0.0,,21
user_0000496,intv_0000203,0.0,,21
user_0000498,intv_0000204,0.0,,21
user_0000499,intv_0000205,0.0,,21
user_0000500,intv_0000206,0.0,,21
user_0000501,intv_0000207,0.0,,21
user_0000502,intv_0000208,0.0,,21
user_0000505,intv_0000209,1.0,2023-05-20,21
user_0000506,intv_0000210,1.0,2023-05-12,21
user_0000507,intv_0000211,0.0,,21
user_0000509,intv_0000212,1.0,2023-04-16,21
user_0000510,intv_0000213,1.0,2023-04-28,21
user_0000513,intv_0000214,1.0,2023-05-07,21
user_0000515,intv_0000215,1.0,2023-05-10,21
user_0000518,intv_0000216,0.0,,21
user_0000519,intv_0000217,1.0,2023-04-26,21
user_0000525,intv_0000218,,,21
user_0000526,intv_0000219,0.0,,21
user_0000527,intv_0000220,0.0,,21
user_0000528,intv_0000221,,,21
user_0000530,intv_0000222,0.0,,21
user_0000534,intv_0000223,0.0,,21
user_0000536,intv_0000224,0.0,,21
user_0000537,intv_0000225,1.0,2023-05-05,21
user_0000539,intv_0000226,1.0,2023-05-02,21
user_0000541,intv_0000227,0.0,,21
user_0000543,intv_0000228,0.0,,21
user_0000545,intv_0000229,0.0,,21
user_0000546,intv_0000230,0.0,,21
user_0000547,intv_0000231,0.0,,21
user_0000548,intv_0000232,1.0,2023-03-15,21
user_0000551,intv_0000233,0.0,,21
user_0000552,intv_0000234,0.0,,21
user_0000554,intv_0000235,0.0,,21
user_0000555,intv_0000236,0.0,,21
user_0000557,intv_0000237,1.0,2023-03-14,21
user_0000558,intv_0000238,0.0,,21
user_0000563,intv_0000239,1.0,2023-03-29,21
user_0000574,intv_0000240,1.0,2023-03-10,21
user_0000576,intv_0000241,0.0,,21
user_0000577,intv_0000242,0.0,,21
user_0000578,intv_0000243,0.0,,21
user_0000580,intv_0000244,1.0,2023-03-19,21
user_0000583,intv_0000245,1.0,2024-03-01,21
user_0000584,intv_0000246,0.0,,21
user_0000586,intv_0000247,,,21
user_0000590,intv_0000248,0.0,,21
user_0000591,intv_0000249,0.0,,21
user_0000601,intv_0000250,1.0,2023-09-11,21
user_0000602,intv_0000251,,,21
user_0000604,intv_0000252,0.0,,21
user_0000605,intv_0000253,0.0,,21
user_0000606,intv_0000254,1.0,2023-10-01,21
user_0000609,intv_0000255,0.0,,21
user_0000613,intv_0000256,0.0,,21
user_0000615,intv_0000257,0.0,,21
user_0000616,intv_0000258,1.0,2023-09-25,21
user_0000619,intv_0000259,1.0,2024-04-17,21
user_0000626,intv_0000260,0.0,,21
user_0000627,intv_0000261,1.0,2023-03-24,21
user_0000629,intv_0000262,0.0,,21
user_0000631,intv_0000263,,,21
user_0000632,intv_0000264,1.0,2023-06-10,21
user_0000634,intv_0000265,0.0,,21
user_0000635,intv_0000266,0.0,,21
user_0000641,intv_0000267,1.0,2023-06-08,21
user_0000643,intv_0000268,0.0,,21
user_0000644,intv_0000269,0.0,,21
user_0000645,intv_0000270,0.0,,21
user_0000646,intv_0000271,1.0,2023-04-06,21
user_0000651,intv_0000272,1.0,2023-05-02,21
user_0000652,intv_0000273,0.0,,21
user_0000653,intv_0000274,0.0,,21
user_0000658,intv_0000275,0.0,,21
user_0000661,intv_0000276,0.0,,21
user_0000663,intv_0000277,0.0,,21
user_0000666,intv_0000278,0.0,,21
user_0000667,intv_0000279,0.0,,21
user_0000669,intv_0000280,0.0,,21
user_0000672,intv_0000281,0.0,,21
user_0000673,intv_0000282,1.0,2023-08-14,21
user_0000674,intv_0000283,0.0,,21
user_0000675,intv_0000284,1.0,2023-07-31,21
user_0000677,intv_0000285,0.0,,21
user_0000679,intv_0000286,1.0,2023-06-23,21
user_0000680,intv_0000287,0.0,,21
user_0000681,intv_0000288,0.0,,21
user_0000685,intv_0000289,0.0,,21
user_0000686,intv_0000290,,,21
user_0000687,intv_0000291,0.0,,21
user_0000689,intv_0000292,0.0,,21
user_0000692,intv_0000293,,,21
user_0000700,intv_0000294,0.0,,21
user_0000703,intv_0000295,0.0,,21
user_0000706,intv_0000296,0.0,,21
user_0000707,intv_0000297,0.0,,21
user_0000710,intv_0000298,0.0,,21
user_0000712,intv_0000299,1.0,2024-03-30,21
user_0000715,intv_0000300,1.0,2024-03-27,21
user_0000718,intv_0000301,1.0,2024-04-16,21
user_0000719,intv_0000302,1.0,2024-04-02,21
user_0000721,intv_0000303,0.0,,21
user_0000722,intv_0000304,,,21
user_0000723,intv_0000305,0.0,,21
user_0000725,intv_0000306,0.0,,21
user_0000727,intv_0000307,0.0,,21
user_0000729,intv_0000308,0.0,,21
user_0000731,intv_0000309,0.0,,21
user_0000733,intv_0000310,0.0,,21
user_0000734,intv_0000311,,,21
user_0000736,intv_0000312,1.0,2024-07-05,21
user_0000737,intv_0000313,0.0,,21
user_0000738,intv_0000314,1.0,2024-06-14,21
user_0000740,intv_0000315,0.0,,21
user_0000744,intv_0000316,0.0,,21
user_0000752,intv_0000317,1.0,2024-06-22,21
user_0000753,intv_0000318,0.0,,21
user_0000756,intv_0000319,0.0,,21
user_0000757,intv_0000320,0.0,,21
user_0000758,intv_0000321,,,21
user_0000759,intv_0000322,0.0,,21
user_0000763,intv_0000323,1.0,2023-10-09,21
user_0000766,intv_0000324,0.0,,21
user_0000776,intv_0000325,0.0,,21
user_0000780,intv_0000326,0.0,,21
user_0000784,intv_0000327,0.0,,21
user_0000787,intv_0000328,0.0,,21
user_0000788,intv_0000329,0.0,,21
user_0000791,intv_0000330,0.0,,21
user_0000794,intv_0000331,0.0,,21
user_0000797,intv_0000332,0.0,,21
user_0000804,intv_0000333,,,21
user_0000805,intv_0000334,0.0,,21
user_0000810,intv_0000335,0.0,,21
user_0000813,intv_0000336,0.0,,21
user_0000818,intv_0000337,0.0,,21
user_0000819,intv_0000338,0.0,,21
user_0000823,intv_0000339,0.0,,21
user_0000826,intv_0000340,0.0,,21
user_0000828,intv_0000341,0.0,,21
user_0000833,intv_0000342,0.0,,21
user_0000834,intv_0000343,0.0,,21
user_0000836,intv_0000344,1.0,2023-09-11,21
user_0000837,intv_0000345,0.0,,21
user_0000839,intv_0000346,1.0,2023-08-27,21
user_0000840,intv_0000347,0.0,,21
user_0000841,intv_0000348,0.0,,21
user_0000844,intv_0000349,0.0,,21
user_0000846,intv_0000350,0.0,,21
user_0000847,intv_0000351,0.0,,21
user_0000848,intv_0000352,0.0,,21
user_0000849,intv_0000353,0.0,,21
user_0000851,intv_0000354,0.0,,21
user_0000853,intv_0000355,1.0,2024-04-12,21
user_0000854,intv_0000356,0.0,,21
user_0000855,intv_0000357,,,21
user_0000860,intv_0000358,0.0,,21
user_0000862,intv_0000359,0.0,,21
user_0000863,intv_0000360,,,21
user_0000866,intv_0000361,0.0,,21
user_0000867,intv_0000362,0.0,,21
user_0000874,intv_0000363,0.0,,21
user_0000876,intv_0000364,0.0,,21
user_0000877,intv_0000365,0.0,,21
user_0000878,intv_0000366,0.0,,21
user_0000880,intv_0000367,0.0,,21
user_0000881,intv_0000368,0.0,,21
user_0000883,intv_0000369,0.0,,21
user_0000889,intv_0000370,0.0,,21
user_0000890,intv_0000371,0.0,,21
user_0000891,intv_0000372,0.0,,21
user_0000892,intv_0000373,0.0,,21
user_0000893,intv_0000374,0.0,,21
user_0000895,intv_0000375,0.0,,21
user_0000898,intv_0000376,0.0,,21
user_0000899,intv_0000377,1.0,2024-07-25,21
user_0000904,intv_0000378,0.0,,21
user_0000911,intv_0000379,,,21
user_0000913,intv_0000380,1.0,2023-03-24,21
user_0000916,intv_0000381,0.0,,21
user_0000920,intv_0000382,0.0,,21
user_0000922,intv_0000383,0.0,,21
user_0000924,intv_0000384,0.0,,21
user_0000928,intv_0000385,,,21
user_0000929,intv_0000386,0.0,,21
user_0000932,intv_0000387,0.0,,21
user_0000936,intv_0000388,0.0,,21
user_0000937,intv_0000389,0.0,,21
user_0000938,intv_0000390,0.0,,21
user_0000942,intv_0000391,0.0,,21
user_0000944,intv_0000392,0.0,,21
user_0000949,intv_0000393,0.0,,21
user_0000952,intv_0000394,0.0,,21
user_0000954,intv_0000395,1.0,2024-03-23,21
user_0000955,intv_0000396,,,21
user_0000961,intv_0000397,0.0,,21
user_0000963,intv_0000398,0.0,,21
user_0000965,intv_0000399,0.0,,21
user_0000968,intv_0000400,0.0,,21
user_0000972,intv_0000401,0.0,,21
user_0000973,intv_0000402,1.0,2024-03-07,21
user_0000974,intv_0000403,0.0,,21
user_0000978,intv_0000404,1.0,2024-03-21,21
user_0000979,intv_0000405,0.0,,21
user_0000981,intv_0000406,0.0,,21
user_0000983,intv_0000407,0.0,,21
user_0000987,intv_0000408,0.0,,21
user_0000988,intv_0000409,0.0,,21
user_0000990,intv_0000410,0.0,,21
user_0000993,intv_0000411,1.0,2024-02-01,21
user_0000996,intv_0000412,0.0,,21
user_0000998,intv_0000413,0.0,,21
user_0001004,intv_0000414,0.0,,21
user_0001005,intv_0000415,1.0,2024-02-04,21
user_0001008,intv_0000416,0.0,,21
user_0001011,intv_0000417,0.0,,21
user_0001012,intv_0000418,0.0,,21
user_0001019,intv_0000419,1.0,2024-02-17,21
user_0001020,intv_0000420,0.0,,21
user_0001021,intv_0000421,0.0,,21
user_0001023,intv_0000422,0.0,,21
user_0001024,intv_0000423,0.0,,21
user_0001025,intv_0000424,0.0,,21
user_0001030,intv_0000425,1.0,2023-10-26,21
user_0001031,intv_0000426,0.0,,21
user_0001032,intv_0000427,0.0,,21
user_0001034,intv_0000428,0.0,,21
user_0001038,intv_0000429,,,21
user_0001046,intv_0000430,0.0,,21
user_0001047,intv_0000431,0.0,,21
user_0001049,intv_0000432,0.0,,21
user_0001051,intv_0000433,0.0,,21
user_0001054,intv_0000434,,,21
user_0001055,intv_0000435,0.0,,21
user_0001056,intv_0000436,0.0,,21
user_0001057,intv_0000437,0.0,,21
user_0001058,intv_0000438,1.0,2023-04-09,21
user_0001061,intv_0000439,0.0,,21
user_0001062,intv_0000440,0.0,,21
user_0001066,intv_0000441,0.0,,21
user_0001068,intv_0000442,1.0,2023-12-10,21
user_0001069,intv_0000443,1.0,2023-11-20,21
user_0001071,intv_0000444,0.0,,21
user_0001077,intv_0000445,0.0,,21
user_0001078,intv_0000446,0.0,,21
user_0001079,intv_0000447,0.0,,21
user_0001080,intv_0000448,0.0,,21
user_0001081,intv_0000449,0.0,,21
user_0001086,intv_0000450,,,21
user_0001088,intv_0000451,1.0,2023-07-05,21
user_0001090,intv_0000452,0.0,,21
user_0001093,intv_0000453,0.0,,21
user_0001095,intv_0000454,0.0,,21
user_0001096,intv_0000455,,,21
user_0001099,intv_0000456,0.0,,21
user_0001100,intv_0000457,,,21
user_0001104,intv_0000458,0.0,,21
user_0001110,intv_0000459,1.0,2023-11-24,21
user_0001111,intv_0000460,1.0,2023-10-28,21
user_0001114,intv_0000461,0.0,,21
user_0001116,intv_0000462,0.0,,21
user_0001119,intv_0000463,0.0,,21
user_0001121,intv_0000464,0.0,,21
user_0001123,intv_0000465,1.0,2023-09-29,21
user_0001125,intv_0000466,0.0,,21
user_0001127,intv_0000467,0.0,,21
user_0001128,intv_0000468,0.0,,21
user_0001130,intv_0000469,0.0,,21
user_0001131,intv_0000470,0.0,,21
user_0001133,intv_0000471,0.0,,21
user_0001135,intv_0000472,0.0,,21
user_0001139,intv_0000473,,,21
user_0001142,intv_0000474,0.0,,21
user_0001150,intv_0000475,0.0,,21
user_0001152,intv_0000476,0.0,,21
user_0001154,intv_0000477,0.0,,21
user_0001155,intv_0000478,0.0,,21
user_0001156,intv_0000479,1.0,2024-04-17,21
user_0001158,intv_0000480,1.0,2024-05-02,21
user_0001161,intv_0000481,0.0,,21
user_0001162,intv_0000482,0.0,,21
user_0001163,intv_0000483,0.0,,21
user_0001165,intv_0000484,1.0,2023-08-03,21
user_0001167,intv_0000485,0.0,,21
user_0001170,intv_0000486,0.0,,21
user_0001172,intv_0000487,1.0,2023-06-14,21
user_0001175,intv_0000488,0.0,,21
user_0001176,intv_0000489,0.0,,21
user_0001179,intv_0000490,0.0,,21
user_0001181,intv_0000491,0.0,,21
user_0001183,intv_0000492,0.0,,21
user_0001191,intv_0000493,1.0,2023-10-13,21
user_0001193,intv_0000494,0.0,,21
user_0001196,intv_0000495,1.0,2024-06-01,21
user_0001197,intv_0000496,0.0,,21
user_0001199,intv_0000497,0.0,,21
user_0001201,intv_0000498,1.0,2024-06-01,21
user_0001202,intv_0000499,0.0,,21
user_0001203,intv_0000500,0.0,,21
user_0001205,intv_0000501,0.0,,21
user_0001206,intv_0000502,0.0,,21
user_0001207,intv_0000503,0.0,,21
user_0001208,intv_0000504,0.0,,21
user_0001211,intv_0000505,0.0,,21
user_0001212,intv_0000506,0.0,,21
user_0001215,intv_0000507,0.0,,21
user_0001216,intv_0000508,0.0,,21
user_0001221,intv_0000509,0.0,,21
user_0001223,intv_0000510,0.0,,21
user_0001225,intv_0000511,0.0,,21
user_0001228,intv_0000512,1.0,2024-06-24,21
user_0001230,intv_0000513,0.0,,21
user_0001232,intv_0000514,0.0,,21
user_0001236,intv_0000515,1.0,2023-09-22,21
user_0001237,intv_0000516,0.0,,21
user_0001238,intv_0000517,0.0,,21
user_0001239,intv_0000518,,,21
user_0001241,intv_0000519,0.0,,21
user_0001247,intv_0000520,0.0,,21
user_0001248,intv_0000521,1.0,2023-09-13,21
user_0001254,intv_0000522,0.0,,21
user_0001256,intv_0000523,0.0,,21
user_0001259,intv_0000524,0.0,,21
user_0001261,intv_0000525,1.0,2024-03-01,21
user_0001262,intv_0000526,0.0,,21
user_0001264,intv_0000527,0.0,,21
user_0001266,intv_0000528,0.0,,21
user_0001267,intv_0000529,0.0,,21
user_0001268,intv_0000530,0.0,,21
user_0001271,intv_0000531,1.0,2024-02-11,21
user_0001276,intv_0000532,0.0,,21
user_0001277,intv_0000533,,,21
user_0001278,intv_0000534,1.0,2024-05-31,21
user_0001279,intv_0000535,1.0,2024-05-21,21
user_0001283,intv_0000536,0.0,,21
user_0001287,intv_0000537,1.0,2024-05-17,21
user_0001288,intv_0000538,,,21
user_0001289,intv_0000539,0.0,,21
user_0001292,intv_0000540,0.0,,21
user_0001293,intv_0000541,0.0,,21
user_0001295,intv_0000542,0.0,,21
user_0001298,intv_0000543,0.0,,21
user_0001299,intv_0000544,0.0,,21
user_0001300,intv_0000545,0.0,,21
user_0001303,intv_0000546,0.0,,21
user_0001304,intv_0000547,0.0,,21
user_0001305,intv_0000548,0.0,,21
user_0001307,intv_0000549,0.0,,21
user_0001309,intv_0000550,0.0,,21
user_0001313,intv_0000551,1.0,2023-11-10,21
user_0001314,intv_0000552,1.0,2023-11-16,21
user_0001323,intv_0000553,0.0,,21
user_0001324,intv_0000554,0.0,,21
user_0001325,intv_0000555,0.0,,21
user_0001327,intv_0000556,0.0,,21
user_0001328,intv_0000557,0.0,,21
user_0001329,intv_0000558,0.0,,21
user_0001330,intv_0000559,0.0,,21
user_0001331,intv_0000560,0.0,,21
user_0001332,intv_0000561,0.0,,21
user_0001334,intv_0000562,0.0,,21
user_0001337,intv_0000563,1.0,2023-04-12,21
user_0001338,intv_0000564,0.0,,21
user_0001339,intv_0000565,1.0,2023-03-23,21
user_0001340,intv_0000566,1.0,2023-03-31,21
user_0001343,intv_0000567,0.0,,21
user_0001344,intv_0000568,0.0,,21
user_0001346,intv_0000569,0.0,,21
user_0001347,intv_0000570,0.0,,21
user_0001349,intv_0000571,0.0,,21
user_0001351,intv_0000572,0.0,,21
user_0001352,intv_0000573,0.0,,21
user_0001354,intv_0000574,0.0,,21
user_0001358,intv_0000575,1.0,2023-11-22,21
user_0001366,intv_0000576,1.0,2023-11-27,21
user_0001367,intv_0000577,1.0,2024-04-10,21
user_0001368,intv_0000578,0.0,,21
user_0001369,intv_0000579,0.0,,21
user_0001370,intv_0000580,0.0,,21
user_0001371,intv_0000581,0.0,,21
user_0001381,intv_0000582,0.0,,21
user_0001383,intv_0000583,0.0,,21
user_0001385,intv_0000584,0.0,,21
user_0001389,intv_0000585,0.0,,21
user_0001393,intv_0000586,,,21
user_0001397,intv_0000587,0.0,,21
user_0001398,intv_0000588,0.0,,21
user_0001399,intv_0000589,0.0,,21
user_0001400,intv_0000590,0.0,,21
user_0001405,intv_0000591,0.0,,21
user_0001406,intv_0000592,0.0,,21
user_0001407,intv_0000593,0.0,,21
user_0001408,intv_0000594,0.0,,21
user_0001410,intv_0000595,1.0,2024-07-16,21
user_0001412,intv_0000596,0.0,,21
user_0001413,intv_0000597,0.0,,21
user_0001420,intv_0000598,0.0,,21
user_0001425,intv_0000599,0.0,,21
user_0001426,intv_0000600,0.0,,21
user_0001427,intv_0000601,0.0,,21
user_0001428,intv_0000602,1.0,2024-03-10,21
user_0001431,intv_0000603,0.0,,21
user_0001433,intv_0000604,0.0,,21
user_0001434,intv_0000605,0.0,,21
user_0001435,intv_0000606,0.0,,21
user_0001436,intv_0000607,0.0,,21
user_0001437,intv_0000608,0.0,,21
user_0001438,intv_0000609,0.0,,21
user_0001442,intv_0000610,0.0,,21
user_0001445,intv_0000611,0.0,,21
user_0001446,intv_0000612,1.0,2024-05-03,21
user_0001449,intv_0000613,0.0,,21
user_0001451,intv_0000614,1.0,2024-04-26,21
user_0001453,intv_0000615,0.0,,21
user_0001454,intv_0000616,0.0,,21
user_0001455,intv_0000617,0.0,,21
user_0001456,intv_0000618,0.0,,21
user_0001457,intv_0000619,1.0,2023-06-08,21
user_0001458,intv_0000620,0.0,,21
user_0001464,intv_0000621,0.0,,21
user_0001465,intv_0000622,1.0,2023-05-12,21
user_0001468,intv_0000623,0.0,,21
user_0001470,intv_0000624,,,21
user_0001471,intv_0000625,0.0,,21
user_0001472,intv_0000626,0.0,,21
user_0001473,intv_0000627,0.0,,21
user_0001476,intv_0000628,0.0,,21
user_0001477,intv_0000629,0.0,,21
user_0001478,intv_0000630,0.0,,21
user_0001481,intv_0000631,0.0,,21
user_0001482,intv_0000632,0.0,,21
user_0001483,intv_0000633,0.0,,21
user_0001484,intv_0000634,0.0,,21
user_0001485,intv_0000635,0.0,,21
user_0001487,intv_0000636,1.0,2024-05-14,21
user_0001490,intv_0000637,1.0,2024-05-22,21
user_0001491,intv_0000638,0.0,,21
user_0001492,intv_0000639,0.0,,21
user_0001493,intv_0000640,0.0,,21
user_0001494,intv_0000641,0.0,,21
user_0001500,intv_0000642,0.0,,21
user_0001504,intv_0000643,0.0,,21
user_0001505,intv_0000644,1.0,2023-02-27,21
user_0001506,intv_0000645,1.0,2023-03-20,21
user_0001508,intv_0000646,0.0,,21
user_0001510,intv_0000647,,,21
user_0001513,intv_0000648,0.0,,21
user_0001515,intv_0000649,1.0,2024-03-23,21
user_0001516,intv_0000650,0.0,,21
user_0001519,intv_0000651,0.0,,21
user_0001521,intv_0000652,0.0,,21
user_0001522,intv_0000653,,,21
user_0001526,intv_0000654,0.0,,21
user_0001528,intv_0000655,1.0,2023-10-07,21
user_0001531,intv_0000656,1.0,2024-07-09,21
user_0001534,intv_0000657,0.0,,21
user_0001535,intv_0000658,0.0,,21
user_0001536,intv_0000659,0.0,,21
user_0001537,intv_0000660,1.0,2023-05-16,21
user_0001542,intv_0000661,0.0,,21
