user_id,latent_uplift_group
user_0000229,sleeping_dog
user_0000230,persuadable
user_0000231,lost_cause
user_0000232,persuadable
user_0000233,lost_cause
user_0000234,lost_cause
user_0000235,persuadable
user_0000236,lost_cause
user_0000237,persuadable
user_0000238,persuadable
user_0000239,persuadable
user_0000240,lost_cause
user_0000241,lost_cause
user_0000242,lost_cause
user_0000243,lost_cause
user_0000244,sleeping_dog
user_0000245,persuadable
user_0000246,lost_cause
user_0000247,persuadable
user_0000248,sure_thing
user_0000249,lost_cause
user_0000250,lost_cause
user_0000251,sleeping_dog
user_0000252,persuadable
user_0000253,lost_cause
user_0000254,persuadable
user_0000255,sure_thing
user_0000256,persuadable
user_0000257,persuadable
user_0000258,lost_cause
user_0000259,persuadable
user_0000260,lost_cause
user_0000261,lost_cause
user_0000262,sleeping_dog
user_0000263,sure_thing
user_0000264,lost_cause
user_0000265,lost_cause
user_0000266,lost_cause
user_0000267,sure_thing
user_0000268,persuadable
user_0000269,lost_cause
user_0000270,lost_cause
user_0000271,lost_cause
user_0000272,persuadable
user_0000273,lost_cause
user_0000274,sleeping_dog
user_0000275,sleeping_dog
user_0000276,lost_cause
user_0000277,lost_cause
user_0000278,lost_cause
user_0000279,sleeping_dog
user_0000280,lost_cause
user_0000281,persuadable
user_0000282,sure_thing
user_0000283,lost_cause
user_0000284,lost_cause
user_0000285,lost_cause
user_0000286,lost_cause
user_0000287,persuadable
user_0000288,lost_cause
user_0000289,sure_thing
user_0000290,sure_thing
user_0000291,persuadable
user_0000292,sure_thing
user_0000293,lost_cause
user_0000294,lost_cause
user_0000295,lost_cause
user_0000296,lost_cause
user_0000297,persuadable
user_0000298,persuadable
user_0000299,lost_cause
user_0000300,lost_cause
user_0000301,lost_cause
user_0000302,persuadable
user_0000303,lost_cause
user_0000304,lost_cause
user_0000305,sure_thing
user_0000306,sure_thing
user_0000307,persuadable
user_0000308,sure_thing
user_0000309,lost_cause
user_0000310,sure_thing
user_0000311,lost_cause
user_0000312,lost_cause
user_0000313,sleeping_dog
user_0000314,lost_cause
user_0000315,persuadable
user_0000316,persuadable
user_0000317,lost_cause
user_0000318,persuadable
user_0000319,sure_thing
user_0000320,lost_cause
user_0000321,lost_cause
user_0000322,persuadable
user_0000323,persuadable
user_0000324,sleeping_dog
user_0000325,sure_thing
user_0000326,lost_cause
user_0000327,lost_cause
user_0000328,lost_cause
user_0000329,lost_cause
user_0000330,lost_cause
user_0000331,persuadable
user_0000332,lost_cause
user_0000333,sure_thing
user_0000334,persuadable
user_0000335,lost_cause
user_0000336,lost_cause
user_0000337,sure_thing
user_0000338,lost_cause
user_0000339,lost_cause
user_0000340,lost_cause
user_0000341,lost_cause
user_0000342,sleeping_dog
user_0000343,persuadable
user_0000344,persuadable
user_0000345,persuadable
user_0000346,sleeping_dog
user_0000347,lost_cause
user_0000348,lost_cause
user_0000349,persuadable
user_0000350,persuadable
user_0000351,persuadable
user_0000352,sure_thing
user_0000353,sure_thing
user_0000354,lost_cause
user_0000355,sure_thing
user_0000356,lost_cause
user_0000357,sure_thing
user_0000358,sleeping_dog
user_0000359,persuadable
user_0000360,lost_cause
user_0000361,lost_cause
user_0000362,persuadable
user_0000363,persuadable
user_0000364,lost_cause
user_0000365,sure_thing
user_0000366,lost_cause
user_0000367,persuadable
user_0000368,sleeping_dog
user_0000369,sure_thing
user_0000370,lost_cause
user_0000371,lost_cause
user_0000372,sure_thing
user_0000373,lost_cause
user_0000374,sure_thing
user_0000375,lost_cause
user_0000376,lost_cause
user_0000377,lost_cause
user_0000378,persuadable
user_0000379,lost_cause
user_0000380,persuadable
user_0000381,lost_cause
user_0000382,persuadable
user_0000383,lost_cause
user_0000384,persuadable
user_0000385,lost_cause
user_0000386,lost_cause
user_0000387,persuadable
user_0000388,lost_cause
user_0000389,persuadable
user_0000390,persuadable
user_0000391,sure_thing
user_0000392,sure_thing
user_0000393,persuadable
user_0000394,sure_thing
user_0000395,sure_thing
user_0000396,lost_cause
user_0000397,lost_cause
user_0000398,sure_thing
user_0000399,persuadable
user_0000400,lost_cause
user_0000401,sleeping_dog
user_0000402,sleeping_dog
user_0000403,lost_cause
user_0000404,lost_cause
user_0000405,sure_thing
user_0000406,lost_cause
user_0000407,lost_cause
user_0000408,lost_cause
user_0000409,lost_cause
user_0000410,lost_cause
user_0000411,lost_cause
user_0000412,persuadable
user_0000413,persuadable
user_0000414,lost_cause
user_0000415,sure_thing
user_0000416,sure_thing
user_0000417,persuadable
user_0000418,sure_thing
user_0000419,lost_cause
user_0000420,lost_cause
user_0000421,persuadable
user_0000422,sleeping_dog
user_0000423,sure_thing
user_0000424,sleeping_dog
user_0000425,persuadable
user_0000426,persuadable
user_0000427,persuadable
user_0000428,persuadable
user_0000429,sleeping_dog
user_0000430,lost_cause
user_0000431,sure_thing
user_0000432,persuadable
user_0000433,persuadable
user_0000434,lost_cause
user_0000435,persuadable
user_0000436,lost_cause
user_0000437,lost_cause
user_0000438,sure_thing
user_0000439,sure_thing
user_0000440,persuadable
user_0000441,lost_cause
user_0000442,lost_cause
user_0000443,sure_thing
user_0000444,persuadable
user_0000445,lost_cause
user_0000446,persuadable
user_0000447,sure_thing
user_0000448,sure_thing
user_0000449,lost_cause
user_0000450,lost_cause
user_0000451,lost_cause
user_0000452,lost_cause
user_0000453,persuadable
user_0000454,persuadable
user_0000455,lost_cause
user_0000456,lost_cause
user_0000457,lost_cause
user_0000458,lost_cause
user_0000459,lost_cause
user_0000460,sure_thing
user_0000461,persuadable
user_0000462,persuadable
user_0000463,sleeping_dog
user_0000464,persuadable
user_0000465,lost_cause
user_0000466,sure_thing
user_0000467,persuadable
user_0000468,persuadable
user_0000469,lost_cause
user_0000470,lost_cause
user_0000471,persuadable
user_0000472,lost_cause
user_0000473,persuadable
user_0000474,sure_thing
user_0000475,sleeping_dog
user_0000476,persuadable
user_0000477,lost_cause
user_0000478,sure_thing
user_0000479,sure_thing
user_0000480,lost_cause
user_0000481,lost_cause
user_0000482,lost_cause
user_0000483,persuadable
user_0000484,lost_cause
user_0000485,persuadable
user_0000486,sleeping_dog
user_0000487,lost_cause
user_0000488,persuadable
user_0000489,lost_cause
user_0000490,lost_cause
user_0000491,persuadable
user_0000492,sleeping_dog
user_0000493,sure_thing
user_0000494,lost_cause
user_0000495,persuadable
user_0000496,lost_cause
user_0000497,lost_cause
user_0000498,lost_cause
user_0000499,lost_cause
user_0000500,sleeping_dog
user_0000501,lost_cause
user_0000502,sleeping_dog
user_0000503,lost_cause
user_0000504,sure_thing
user_0000505,persuadable
user_0000506,sleeping_dog
user_0000507,lost_cause
user_0000508,sure_thing
user_0000509,persuadable
user_0000510,sure_thing
user_0000511,sure_thing
user_0000512,sure_thing
user_0000513,sure_thing
user_0000514,sleeping_dog
user_0000515,sleeping_dog
user_0000516,sure_thing
user_0000517,sleeping_dog
user_0000518,persuadable
user_0000519,lost_cause
user_0000520,sure_thing
user_0000521,lost_cause
user_0000522,lost_cause
user_0000523,sure_thing
user_0000524,lost_cause
user_0000525,persuadable
user_0000526,persuadable
user_0000527,lost_cause
user_0000528,persuadable
user_0000529,lost_cause
user_0000530,persuadable
user_0000531,lost_cause
user_0000532,sure_thing
user_0000533,persuadable
user_0000534,lost_cause
user_0000535,lost_cause
user_0000536,persuadable
user_0000537,sleeping_dog
user_0000538,sure_thing
user_0000539,persuadable
user_0000540,persuadable
user_0000541,lost_cause
user_0000542,sure_thing
user_0000543,lost_cause
user_0000544,lost_cause
user_0000545,lost_cause
user_0000546,lost_cause
user_0000547,persuadable
user_0000548,persuadable
user_0000549,lost_cause
user_0000550,sure_thing
user_0000551,sure_thing
user_0000552,lost_cause
user_0000553,sure_thing
user_0000554,persuadable
user_0000555,persuadable
user_0000556,lost_cause
user_0000557,sure_thing
user_0000558,lost_cause
user_0000559,lost_cause
user_0000560,lost_cause
user_0000561,persuadable
user_0000562,lost_cause
user_0000563,persuadable
user_0000564,sure_thing
user_0000565,sure_thing
user_0000566,lost_cause
user_0000567,sure_thing
user_0000568,lost_cause
user_0000569,sure_thing
user_0000570,lost_cause
user_0000571,persuadable
user_0000572,sure_thing
user_0000573,lost_cause
user_0000574,sure_thing
user_0000575,sure_thing
user_0000576,persuadable
user_0000577,persuadable
user_0000578,persuadable
user_0000579,persuadable
user_0000580,sure_thing
user_0000581,lost_cause
user_0000582,lost_cause
user_0000583,persuadable
user_0000584,lost_cause
user_0000585,lost_cause
user_0000586,lost_cause
user_0000587,persuadable
user_0000588,sure_thing
user_0000589,sure_thing
user_0000590,lost_cause
user_0000591,lost_cause
user_0000592,sure_thing
user_0000593,lost_cause
user_0000594,sure_thing
user_0000595,sure_thing
user_0000596,sure_thing
user_0000597,lost_cause
user_0000598,lost_cause
user_0000599,lost_cause
user_0000600,lost_cause
user_0000601,sure_thing
user_0000602,persuadable
user_0000603,lost_cause
user_0000604,persuadable
user_0000605,lost_cause
user_0000606,sure_thing
user_0000607,persuadable
user_0000608,lost_cause
user_0000609,persuadable
user_0000610,sure_thing
user_0000611,lost_cause
user_0000612,lost_cause
user_0000613,lost_cause
user_0000614,lost_cause
user_0000615,lost_cause
user_0000616,persuadable
user_0000617,sure_thing
user_0000618,sure_thing
user_0000619,persuadable
user_0000620,lost_cause
user_0000621,lost_cause
user_0000622,lost_cause
user_0000623,persuadable
user_0000624,persuadable
user_0000625,sure_thing
user_0000626,lost_cause
user_0000627,sure_thing
user_0000628,sure_thing
user_0000629,sleeping_dog
user_0000630,sure_thing
user_0000631,lost_cause
user_0000632,persuadable
user_0000633,persuadable
user_0000634,lost_cause
user_0000635,persuadable
user_0000636,persuadable
user_0000637,sure_thing
user_0000638,lost_cause
user_0000639,lost_cause
user_0000640,lost_cause
user_0000641,sleeping_dog
user_0000642,lost_cause
user_0000643,persuadable
user_0000644,lost_cause
user_0000645,lost_cause
user_0000646,persuadable
user_0000647,persuadable
user_0000648,lost_cause
user_0000649,sure_thing
user_0000650,sure_thing
user_0000651,sure_thing
user_0000652,persuadable
user_0000653,persuadable
user_0000654,persuadable
user_0000655,lost_cause
user_0000656,sure_thing
user_0000657,lost_cause
user_0000658,sure_thing
user_0000659,lost_cause
user_0000660,sure_thing
user_0000661,lost_cause
user_0000662,persuadable
user_0000663,persuadable
user_0000664,sure_thing
user_0000665,sure_thing
user_0000666,lost_cause
user_0000667,lost_cause
user_0000668,lost_cause
user_0000669,lost_cause
user_0000670,lost_cause
user_0000671,lost_cause
user_0000672,persuadable
user_0000673,persuadable
user_0000674,lost_cause
user_0000675,sure_thing
user_0000676,lost_cause
user_0000677,persuadable
user_0000678,sure_thing
user_0000679,persuadable
user_0000680,lost_cause
user_0000681,lost_cause
user_0000682,persuadable
user_0000683,persuadable
user_0000684,lost_cause
user_0000685,persuadable
user_0000686,lost_cause
user_0000687,lost_cause
user_0000688,sure_thing
user_0000689,persuadable
user_0000690,sure_thing
user_0000691,lost_cause
user_0000692,lost_cause
user_0000693,sleeping_dog
user_0000694,lost_cause
user_0000695,lost_cause
user_0000696,lost_cause
user_0000697,sure_thing
user_0000698,lost_cause
user_0000699,lost_cause
user_0000700,lost_cause
user_0000701,sure_thing
user_0000702,lost_cause
user_0000703,lost_cause
user_0000704,persuadable
user_0000705,sure_thing
user_0000706,sleeping_dog
user_0000707,persuadable
user_0000708,lost_cause
user_0000709,lost_cause
user_0000710,lost_cause
user_0000711,persuadable
user_0000712,persuadable
user_0000713,lost_cause
user_0000714,lost_cause
user_0000715,sure_thing
user_0000716,lost_cause
user_0000717,persuadable
user_0000718,sleeping_dog
user_0000719,sure_thing
user_0000720,lost_cause
user_0000721,lost_cause
user_0000722,persuadable
user_0000723,persuadable
user_0000724,lost_cause
user_0000725,persuadable
user_0000726,lost_cause
user_0000727,lost_cause
user_0000728,persuadable
user_0000729,persuadable
user_0000730,lost_cause
user_0000731,persuadable
user_0000732,persuadable
user_0000733,persuadable
user_0000734,sleeping_dog
user_0000735,sure_thing
user_0000736,lost_cause
user_0000737,lost_cause
user_0000738,lost_cause
user_0000739,sure_thing
user_0000740,persuadable
user_0000741,lost_cause
user_0000742,lost_cause
user_0000743,persuadable
user_0000744,lost_cause
user_0000745,persuadable
user_0000746,lost_cause
user_0000747,lost_cause
user_0000748,lost_cause
user_0000749,lost_cause
user_0000750,sure_thing
user_0000751,lost_cause
user_0000752,persuadable
user_0000753,persuadable
user_0000754,persuadable
user_0000755,lost_cause
user_0000756,persuadable
user_0000757,persuadable
user_0000758,lost_cause
user_0000759,persuadable
user_0000760,lost_cause
user_0000761,lost_cause
user_0000762,sure_thing
user_0000763,sleeping_dog
user_0000764,lost_cause
user_0000765,sleeping_dog
user_0000766,lost_cause
user_0000767,lost_cause
user_0000768,lost_cause
user_0000769,lost_cause
user_0000770,lost_cause
user_0000771,lost_cause
user_0000772,lost_cause
user_0000773,sleeping_dog
user_0000774,lost_cause
user_0000775,lost_cause
user_0000776,sleeping_dog
user_0000777,sure_thing
user_0000778,lost_cause
user_0000779,persuadable
user_0000780,lost_cause
user_0000781,lost_cause
user_0000782,lost_cause
user_0000783,lost_cause
user_0000784,lost_cause
user_0000785,sure_thing
user_0000786,persuadable
user_0000787,persuadable
user_0000788,lost_cause
user_0000789,sure_thing
user_0000790,sure_thing
user_0000791,sleeping_dog
user_0000792,lost_cause
user_0000793,persuadable
user_0000794,sure_thing
user_0000795,lost_cause
user_0000796,sure_thing
user_0000797,persuadable
user_0000798,lost_cause
user_0000799,persuadable
user_0000800,lost_cause
user_0000801,sure_thing
user_0000802,sure_thing
user_0000803,sure_thing
user_0000804,persuadable
user_0000805,lost_cause
user_0000806,persuadable
user_0000807,sure_thing
user_0000808,lost_cause
user_0000809,lost_cause
user_0000810,lost_cause
user_0000811,lost_cause
user_0000812,lost_cause
user_0000813,sleeping_dog
user_0000814,lost_cause
user_0000815,lost_cause
user_0000816,lost_cause
user_0000817,sure_thing
user_0000818,persuadable
user_0000819,lost_cause
user_0000820,lost_cause
user_0000821,persuadable
user_0000822,sure_thing
user_0000823,persuadable
user_0000824,sure_thing
user_0000825,lost_cause
user_0000826,lost_cause
user_0000827,lost_cause
user_0000828,lost_cause
user_0000829,sure_thing
user_0000830,lost_cause
user_0000831,sure_thing
user_0000832,sure_thing
user_0000833,lost_cause
user_0000834,sure_thing
user_0000835,lost_cause
user_0000836,persuadable
user_0000837,lost_cause
user_0000838,sure_thing
user_0000839,lost_cause
user_0000840,persuadable
user_0000841,persuadable
user_0000842,lost_cause
user_0000843,lost_cause
user_0000844,sleeping_dog
user_0000845,lost_cause
user_0000846,lost_cause
user_0000847,lost_cause
user_0000848,persuadable
user_0000849,lost_cause
user_0000850,lost_cause
user_0000851,persuadable
user_0000852,lost_cause
user_0000853,sure_thing
user_0000854,persuadable
user_0000855,lost_cause
user_0000856,lost_cause
user_0000857,lost_cause
user_0000858,lost_cause
user_0000859,sure_thing
user_0000860,persuadable
user_0000861,sure_thing
user_0000862,persuadable
user_0000863,sure_thing
user_0000864,lost_cause
user_0000865,persuadable
user_0000866,lost_cause
user_0000867,sleeping_dog
user_0000868,persuadable
user_0000869,lost_cause
user_0000870,persuadable
user_0000871,lost_cause
user_0000872,lost_cause
user_0000873,sleeping_dog
user_0000874,sleeping_dog
user_0000875,sure_thing
user_0000876,lost_cause
user_0000877,persuadable
user_0000878,lost_cause
user_0000879,sleeping_dog
user_0000880,lost_cause
user_0000881,sleeping_dog
user_0000882,sure_thing
user_0000883,lost_cause
user_0000884,sure_thing
user_0000885,lost_cause
user_0000886,lost_cause
user_0000887,persuadable
user_0000888,lost_cause
user_0000889,lost_cause
user_0000890,persuadable
user_0000891,sleeping_dog
user_0000892,persuadable
user_0000893,lost_cause
user_0000894,lost_cause
user_0000895,lost_cause
user_0000896,persuadable
user_0000897,lost_cause
user_0000898,lost_cause
user_0000899,sure_thing
user_0000900,persuadable
user_0000901,lost_cause
user_0000902,sure_thing
user_0000903,lost_cause
user_0000904,persuadable
user_0000905,sure_thing
user_0000906,sleeping_dog
user_0000907,lost_cause
user_0000908,sure_thing
user_0000909,lost_cause
user_0000910,lost_cause
user_0000911,lost_cause
user_0000912,sleeping_dog
user_0000913,persuadable
user_0000914,sure_thing
user_0000915,lost_cause
user_0000916,persuadable
user_0000917,persuadable
user_0000918,lost_cause
user_0000919,lost_cause
user_0000920,lost_cause
user_0000921,sure_thing
user_0000922,lost_cause
user_0000923,sure_thing
user_0000924,persuadable
user_0000925,sure_thing
user_0000926,lost_cause
user_0000927,sure_thing
user_0000928,sleeping_dog
user_0000929,lost_cause
user_0000930,lost_cause
user_0000931,lost_cause
user_0000932,persuadable
user_0000933,lost_cause
user_0000934,lost_cause
user_0000935,lost_cause
user_0000936,persuadable
user_0000937,lost_cause
user_0000938,lost_cause
user_0000939,sure_thing
user_0000940,persuadable
user_0000941,lost_cause
user_0000942,persuadable
user_0000943,lost_cause
user_0000944,sleeping_dog
user_0000945,lost_cause
user_0000946,lost_cause
user_0000947,sure_thing
user_0000948,lost_cause
user_0000949,lost_cause
user_0000950,sure_thing
user_0000951,lost_cause
user_0000952,lost_cause
user_0000953,persuadable
user_0000954,sleeping_dog
user_0000955,lost_cause
user_0000956,lost_cause
user_0000957,persuadable
user_0000958,sleeping_dog
user_0000959,lost_cause
user_0000960,lost_cause
user_0000961,persuadable
user_0000962,persuadable
user_0000963,lost_cause
user_0000964,lost_cause
user_0000965,lost_cause
user_0000966,lost_cause
user_0000967,lost_cause
user_0000968,persuadable
user_0000969,lost_cause
user_0000970,persuadable
user_0000971,persuadable
user_0000972,sleeping_dog
user_0000973,persuadable
user_0000974,lost_cause
user_0000975,sure_thing
user_0000976,sure_thing
user_0000977,persuadable
user_0000978,lost_cause
user_0000979,lost_cause
user_0000980,lost_cause
user_0000981,sleeping_dog
user_0000982,lost_cause
user_0000983,sure_thing
user_0000984,lost_cause
user_0000985,lost_cause
user_0000986,lost_cause
user_0000987,lost_cause
user_0000988,lost_cause
user_0000989,lost_cause
user_0000990,persuadable
user_0000991,lost_cause
user_0000992,persuadable
user_0000993,persuadable
user_0000994,lost_cause
user_0000995,lost_cause
user_0000996,persuadable
user_0000997,sleeping_dog
user_0000998,sleeping_dog
user_0000999,lost_cause
user_0001000,sleeping_dog
user_0001001,persuadable
user_0001002,lost_cause
user_0001003,sure_thing
user_0001004,lost_cause
user_0001005,sure_thing
user_0001006,persuadable
user_0001007,sure_thing
user_0001008,lost_cause
user_0001009,lost_cause
user_0001010,lost_cause
user_0001011,persuadable
user_0001012,lost_cause
user_0001013,sure_thing
user_0001014,sure_thing
user_0001015,sure_thing
user_0001016,sure_thing
user_0001017,sure_thing
user_0001018,persuadable
user_0001019,persuadable
user_0001020,persuadable
user_0001021,persuadable
user_0001022,persuadable
user_0001023,lost_cause
user_0001024,lost_cause
user_0001025,lost_cause
user_0001026,sure_thing
user_0001027,lost_cause
user_0001028,lost_cause
user_0001029,persuadable
user_0001030,persuadable
user_0001031,lost_cause
user_0001032,persuadable
user_0001033,lost_cause
user_0001034,sure_thing
user_0001035,lost_cause
user_0001036,persuadable
user_0001037,lost_cause
user_0001038,lost_cause
user_0001039,lost_cause
user_0001040,sure_thing
user_0001041,persuadable
user_0001042,lost_cause
user_0001043,sure_thing
user_0001044,lost_cause
user_0001045,sure_thing
user_0001046,lost_cause
user_0001047,lost_cause
user_0001048,lost_cause
user_0001049,persuadable
user_0001050,lost_cause
user_0001051,lost_cause
user_0001052,persuadable
user_0001053,lost_cause
user_0001054,sleeping_dog
user_0001055,sure_thing
user_0001056,lost_cause
user_0001057,lost_cause
user_0001058,sure_thing
user_0001059,sure_thing
user_0001060,sure_thing
user_0001061,persuadable
user_0001062,sure_thing
user_0001063,lost_cause
user_0001064,sure_thing
user_0001065,lost_cause
user_0001066,persuadable
user_0001067,sure_thing
user_0001068,sure_thing
user_0001069,sure_thing
user_0001070,persuadable
user_0001071,lost_cause
user_0001072,lost_cause
user_0001073,lost_cause
user_0001074,sure_thing
user_0001075,persuadable
user_0001076,sure_thing
user_0001077,persuadable
user_0001078,persuadable
user_0001079,lost_cause
user_0001080,lost_cause
user_0001081,lost_cause
user_0001082,lost_cause
user_0001083,lost_cause
user_0001084,lost_cause
user_0001085,lost_cause
user_0001086,sure_thing
user_0001087,lost_cause
user_0001088,sleeping_dog
user_0001089,lost_cause
user_0001090,lost_cause
user_0001091,persuadable
user_0001092,lost_cause
user_0001093,sure_thing
user_0001094,persuadable
user_0001095,lost_cause
user_0001096,lost_cause
user_0001097,persuadable
user_0001098,lost_cause
user_0001099,lost_cause
user_0001100,lost_cause
user_0001101,lost_cause
user_0001102,persuadable
user_0001103,lost_cause
user_0001104,sleeping_dog
user_0001105,lost_cause
user_0001106,sure_thing
user_0001107,sure_thing
user_0001108,lost_cause
user_0001109,lost_cause
user_0001110,sure_thing
user_0001111,persuadable
user_0001112,persuadable
user_0001113,lost_cause
user_0001114,lost_cause
user_0001115,lost_cause
user_0001116,persuadable
user_0001117,lost_cause
user_0001118,persuadable
user_0001119,lost_cause
user_0001120,sure_thing
user_0001121,lost_cause
user_0001122,sure_thing
user_0001123,sleeping_dog
user_0001124,lost_cause
user_0001125,persuadable
user_0001126,lost_cause
user_0001127,lost_cause
user_0001128,persuadable
user_0001129,lost_cause
user_0001130,persuadable
user_0001131,sleeping_dog
user_0001132,sure_thing
user_0001133,lost_cause
user_0001134,sure_thing
user_0001135,lost_cause
user_0001136,lost_cause
user_0001137,persuadable
user_0001138,persuadable
user_0001139,lost_cause
user_0001140,sure_thing
user_0001141,lost_cause
user_0001142,lost_cause
user_0001143,persuadable
user_0001144,lost_cause
user_0001145,lost_cause
user_0001146,lost_cause
user_0001147,persuadable
user_0001148,lost_cause
user_0001149,persuadable
user_0001150,lost_cause
user_0001151,sure_thing
user_0001152,lost_cause
user_0001153,lost_cause
user_0001154,lost_cause
user_0001155,lost_cause
user_0001156,sure_thing
user_0001157,lost_cause
user_0001158,persuadable
user_0001159,sure_thing
user_0001160,persuadable
user_0001161,lost_cause
user_0001162,lost_cause
user_0001163,lost_cause
user_0001164,sure_thing
user_0001165,sure_thing
user_0001166,persuadable
user_0001167,lost_cause
user_0001168,sure_thing
user_0001169,sure_thing
user_0001170,lost_cause
user_0001171,lost_cause
user_0001172,persuadable
user_0001173,lost_cause
user_0001174,lost_cause
user_0001175,lost_cause
user_0001176,sure_thing
